tax_id	GeneID	Symbol	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	gene_type	symbol_from_authority	full_name	nomenclature_status	other_designations	modification_date	class
9606	5327	PLAT	-	T-PA|TPA	HGNC:9051|MIM:173370|Ensembl:ENSG00000104368|HPRD:01419|Vega:OTTHUMG00000164072	8	8p12	"plasminogen activator, tissue"	protein-coding	PLAT	"plasminogen activator, tissue"	O	"alteplase|plasminogen activator, tissue type|reteplase|t-plasminogen activator|tissue plasminogen activator (t-PA)|tissue-type plasminogen activator"	20120623	PROTEASE
9606	5328	PLAU	RP11-417O11.1	ATF|BDPLT5|QPD|UPA|URK|u-PA	HGNC:9052|MIM:191840|Ensembl:ENSG00000122861|HPRD:01883|Vega:OTTHUMG00000018494	10	10q24	"plasminogen activator, urokinase"	protein-coding	PLAU	"plasminogen activator, urokinase"	O	"U-plasminogen activator|plasminogen activator, urinary|urokinase-type plasminogen activator"	20120623	PROTEASE
9606	5340	PLG	RP1-81D8.1	-	HGNC:9071|MIM:173350|Ensembl:ENSG00000122194|HPRD:01417|Vega:OTTHUMG00000015957	6	6q26	plasminogen	protein-coding	PLG	plasminogen	O	plasmin	20120626	PROTEASE
9606	148811	PM20D1	-	Cps1	HGNC:26518|Ensembl:ENSG00000162877|HPRD:08133|Vega:OTTHUMG00000035999	1	1q32.1	peptidase M20 domain containing 1	protein-coding	PM20D1	peptidase M20 domain containing 1	O	peptidase M20 domain-containing protein 1|probable carboxypeptidase PM20D1	20120622	PROTEASE
9606	135293	PM20D2	-	ACY1L2|bA63L7.3	HGNC:21408|Ensembl:ENSG00000146281|HPRD:16473|Vega:OTTHUMG00000015193	6	6q15	peptidase M20 domain containing 2	protein-coding	PM20D2	peptidase M20 domain containing 2	O	aminoacylase 1-like 2|aminoacylase 1-like protein 2|aminoacylase-1-like protein 2|peptidase M20 domain-containing protein 2	20120610	PROTEASE
9606	23203	PMPCA	RP11-413M3.1	Alpha-MPP|INPP5E	HGNC:18667|MIM:613036|Ensembl:ENSG00000165688|HPRD:07500|Vega:OTTHUMG00000020926	9	9q34.3	peptidase (mitochondrial processing) alpha	protein-coding	PMPCA	peptidase (mitochondrial processing) alpha	O	"P-55|inositol polyphosphate-5-phosphatase, 72 kD|mitochondrial matrix processing protease, alpha subunit|mitochondrial-processing peptidase subunit alpha"	20120627	PROTEASE
9606	9512	PMPCB	-	Beta-MPP|MPP11|MPPB|MPPP52|P-52	HGNC:9119|MIM:603131|Ensembl:ENSG00000105819|HPRD:07539|Vega:OTTHUMG00000157205	7	7q22.1	peptidase (mitochondrial processing) beta	protein-coding	PMPCB	peptidase (mitochondrial processing) beta	O	mitochondrial processing peptidase beta subunit|mitochondrial-processing peptidase subunit beta	20120610	PROTEASE
9606	5547	PRCP	-	HUMPCP|PCP	HGNC:9344|MIM:176785|Ensembl:ENSG00000137509|HPRD:08352|Vega:OTTHUMG00000166899	11	11q14	prolylcarboxypeptidase (angiotensinase C)	protein-coding	PRCP	prolylcarboxypeptidase (angiotensinase C)	O	angiotensinase C|lysosomal Pro-X carboxypeptidase|lysosomal carboxypeptidase C|proline carboxypeptidase|prolylcarboxypeptidase isoform 1 preproprotein	20120622	PROTEASE
9606	5550	PREP	RP3-355L5.1	PE|PEP	HGNC:9358|MIM:600400|Ensembl:ENSG00000085377|HPRD:02673|Vega:OTTHUMG00000015297	6	6q22	prolyl endopeptidase	protein-coding	PREP	prolyl endopeptidase	O	dJ355L5.1 (prolyl endopeptidase)|post-proline cleaving enzyme|prolyl oligopeptidase	20120622	PROTEASE
9606	9581	PREPL	-	-	HGNC:30228|MIM:609557|Ensembl:ENSG00000138078|HPRD:17189|Vega:OTTHUMG00000152791	2	2p21	prolyl endopeptidase-like	protein-coding	PREPL	prolyl endopeptidase-like	O	putative prolyl oligopeptidase	20120622	PROTEASE
9606	5624	PROC	-	APC|PC|PROC1|THPH3|THPH4	HGNC:9451|MIM:612283|Ensembl:ENSG00000115718|HPRD:01466|Vega:OTTHUMG00000131528	2	2q13-q14	protein C (inactivator of coagulation factors Va and VIIIa)	protein-coding	PROC	protein C (inactivator of coagulation factors Va and VIIIa)	O	anticoagulant protein C|autoprothrombin IIA|blood coagulation factor XIV|vitamin K-dependent protein C	20120622	PROTEASE
9606	8858	PROZ	-	PZ	HGNC:9460|MIM:176895|Ensembl:ENSG00000126231|HPRD:07182|Vega:OTTHUMG00000017376	13	13q34	"protein Z, vitamin K-dependent plasma glycoprotein"	protein-coding	PROZ	"protein Z, vitamin K-dependent plasma glycoprotein"	O	vitamin K-dependent protein Z	20120622	PROTEASE
9606	5644	PRSS1	-	TRP1|TRY1|TRY4|TRYP1	HGNC:9475|MIM:276000|Ensembl:ENSG00000204983|HPRD:02039|Vega:OTTHUMG00000158923	7	7q34	"protease, serine, 1 (trypsin 1)"	protein-coding	PRSS1	"protease, serine, 1 (trypsin 1)"	O	beta-trypsin|cationic trypsinogen|digestive zymogen|nonfunctional trypsin 1|trypsin-1|trypsinogen 1|trypsinogen A	20120623	PROTEASE
9606	8492	PRSS12	-	BSSP-3|BSSP3|MRT1	HGNC:9477|MIM:606709|Ensembl:ENSG00000164099|HPRD:05989|Vega:OTTHUMG00000161166	4	4q28.1	"protease, serine, 12 (neurotrypsin, motopsin)"	protein-coding	PRSS12	"protease, serine, 12 (neurotrypsin, motopsin)"	O	brain-specific serine protease 3|leydin|neurotrypsin	20120622	PROTEASE
9606	10279	PRSS16	XXbac-BPG24O18.5	TSSP	HGNC:9480|MIM:607169|Ensembl:ENSG00000112812|HPRD:06205|Vega:OTTHUMG00000016167	6	6p21	"protease, serine, 16 (thymus)"	protein-coding	PRSS16	"protease, serine, 16 (thymus)"	O	serine protease 16|thymus specific serine peptidase|thymus-specific serine protease	20120622	PROTEASE
9606	5645	PRSS2	-	TRY2|TRY8|TRYP2	HGNC:9483|MIM:601564|HPRD:03335	7	7q34	"protease, serine, 2 (trypsin 2)"	protein-coding	PRSS2	"protease, serine, 2 (trypsin 2)"	O	"anionic trypsinogen|protease serine 2 preproprotein|protease, serine, 2, preproprotein|serine protease 2|trypsin 2|trypsin II|trypsin-2|trypsinogen 2"	20120623	PROTEASE
9606	10942	PRSS21	UNQ266/PRO303	ESP-1|ESP1|TEST1|TESTISIN	HGNC:9485|MIM:608159|Ensembl:ENSG00000007038|HPRD:07082|Vega:OTTHUMG00000128931	16	16p13.3	"protease, serine, 21 (testisin)"	protein-coding	PRSS21	"protease, serine, 21 (testisin)"	O	eosinophil serine protease 1|serine protease 21|serine protease from eosinophils|testisin	20120610	PROTEASE
9606	64063	PRSS22	SP001LA	BSSP-4|hBSSP-4	HGNC:14368|MIM:609343|Ensembl:ENSG00000005001|HPRD:08336|Vega:OTTHUMG00000128961	16	16p13.3	"protease, serine, 22"	protein-coding	PRSS22	"protease, serine, 22"	O	"brain-specific serine protease 4|prosemin|protease, serine S1 family member 22|serine protease 22|serine protease 26|tryptase epsilon"	20120622	PROTEASE
9606	11098	PRSS23	UNQ270/PRO307	SIG13|SPUVE|ZSIG13	HGNC:14370|Ensembl:ENSG00000150687|HPRD:07149|Vega:OTTHUMG00000167226	11	11q14.1	"protease, serine, 23"	protein-coding	PRSS23	"protease, serine, 23"	O	"putative secreted protein Zsig13|serine protease 23|serine protease, umbilical endothelium"	20120622	PROTEASE
9606	83886	PRSS27	UNQ1884/PRO4327	CAPH2|MPN	HGNC:15475|MIM:608018|Ensembl:ENSG00000172382|HPRD:07451|Vega:OTTHUMG00000128929	16	16p13.3	"protease, serine 27"	protein-coding	PRSS27	"protease, serine 27"	O	channel-activating protease 2|marapsin|pancreasin|serine protease 27	20120610	PROTEASE
9606	123787	PRSS29P	-	ISP2	HGNC:17542	16	16p13.3	"protease, serine, 29 pseudogene"	pseudo	PRSS29P	"protease, serine, 29 pseudogene"	O	-	20120610	PROTEASE
9606	5646	PRSS3	RP11-176F3.3	MTG|PRSS4|T9|TRY3|TRY4	HGNC:9486|MIM:613578|Ensembl:ENSG00000010438|HPRD:06685|Vega:OTTHUMG00000019798	9	9p11.2	"protease, serine, 3"	protein-coding	PRSS3	"protease, serine, 3"	O	"brain trypsinogen|mesotrypsin|mesotrypsinogen|pancreatic trypsinogen III|protease, serine, 4 (trypsin 4, brain)|trypsin III|trypsin IV|trypsin-3|trypsinogen 4|trypsinogen 5|trypsinogen IV"	20120627	PROTEASE
9606	124221	PRSS30P	-	Disp|TMPRSS8|TMPRSS8P	HGNC:28753|HPRD:07132	16	16p13.3	"protease, serine, 30 homolog (mouse), pseudogene"	pseudo	PRSS30P	"protease, serine, 30 homolog (mouse), pseudogene"	O	-	20120622	PROTEASE
9606	260429	PRSS33	-	EOS	HGNC:30405|MIM:613797|Ensembl:ENSG00000103355|HPRD:07109	16	16p13.3	"protease, serine, 33"	protein-coding	PRSS33	"protease, serine, 33"	O	serine protease 33|serine protease EOS	20120610	PROTEASE
9606	167681	PRSS35	UNQ522/PRO1057	C6orf158|dJ223E3.1	HGNC:21387|Ensembl:ENSG00000146250|HPRD:07095|Vega:OTTHUMG00000015113	6	6q14.2	"protease, serine, 35"	protein-coding	PRSS35	"protease, serine, 35"	O	inactive serine protease 35	20120622	PROTEASE
9606	146547	PRSS36	-	-	HGNC:26906|MIM:610560|Ensembl:ENSG00000178226|HPRD:07119|Vega:OTTHUMG00000176751	16	16p11.2	"protease, serine, 36"	protein-coding	PRSS36	"protease, serine, 36"	O	polyserase 2|polyserase-2|polyserine protease 2|polyserine protease-2|serine protease 36	20120627	PROTEASE
9606	136242	PRSS37	-	TRYX2	HGNC:29211|Ensembl:ENSG00000165076|HPRD:17297|Vega:OTTHUMG00000157174	7	7q34	"protease, serine, 37"	protein-coding	PRSS37	"protease, serine, 37"	O	Peptidase S1 domain-containing protein LOC136242|probable inactive serine protease 37|probable inactive trypsin-X2	20120610	PROTEASE
9606	339501	PRSS38	-	MPN2	HGNC:29625|Ensembl:ENSG00000185888|HPRD:07134|Vega:OTTHUMG00000037701	1	1q42.13	"protease, serine, 38"	protein-coding	PRSS38	"protease, serine, 38"	O	marapsin 2|marapsin-2|serine protease 38|serine protease MPN2	20120622	PROTEASE
9606	154754	PRSS3P2	-	T6|TRY6	HGNC:43788	7	7q34	"protease, serine, 3 pseudogene 2"	pseudo	PRSS3P2	"protease, serine, 3 pseudogene 2"	O	-	20120511	PROTEASE
9606	136540	PRSS3P3	-	TRY3	HGNC:43790	7	7q34	"protease, serine, 3 pseudogene 3"	pseudo	PRSS3P3	"protease, serine, 3 pseudogene 3"	O	-	20120511	PROTEASE
9606	360226	PRSS41	-	TESSP1	HGNC:30715|HPRD:15488	16	16p13.3	"protease, serine, 41"	protein-coding	PRSS41	"protease, serine, 41"	O	putative serine protease 41|testis-specific serine protease 1	20120610	PROTEASE
9606	339906	PRSS42	-	TESSP2	HGNC:30716|Ensembl:ENSG00000178055|HPRD:07156|Vega:OTTHUMG00000156496	3	3p21.31	"protease, serine, 42"	protein-coding	PRSS42	"protease, serine, 42"	O	putative testis serine protease 2|serine protease 42|testis serine protease 2	20120610	PROTEASE
9606	100288960	PRSS43	-	TESSP3	HGNC:37323	3	3p21.31	"protease, serine, 43"	protein-coding	PRSS43	"protease, serine, 43"	O	-	20120622	PROTEASE
9606	729756	PRSS44	-	TESSP-4|TESSP4	HGNC:37324	3	3p21.31	"protease, serine, 44"	protein-coding	PRSS44	"protease, serine, 44"	O	serine protease 44|testis serine protease 4	20120622	PROTEASE
9606	377047	PRSS45	-	TESSP5	HGNC:30717|Ensembl:ENSG00000188086|HPRD:07157|Vega:OTTHUMG00000133480	3	3p21.31	"protease, serine, 45"	protein-coding	PRSS45	"protease, serine, 45"	O	putative testis serine protease 5|serine protease 45|testis serine protease 5	20120610	PROTEASE
9606	100287362	PRSS46	-	TESSP6	HGNC:37325|Ensembl:ENSG00000261603|Vega:OTTHUMG00000177121	3	3p21.31	"protease, serine, 46"	protein-coding	PRSS46	"protease, serine, 46"	O	testis serine protease 6	20120622	PROTEASE
9606	138652	PRSS47	-	-	HGNC:37326	9	9q22.31	"protease, serine, 47"	unknown	PRSS47	"protease, serine, 47"	O	-	20120610	PROTEASE
9606	345062	PRSS48	-	ESSPL	HGNC:24635|Ensembl:ENSG00000189099|HPRD:07110|Vega:OTTHUMG00000161673	4	4q31.3	"protease, serine, 48"	protein-coding	PRSS48	"protease, serine, 48"	O	epidermis-specific serine protease-like protein|serine protease 48	20120610	PROTEASE
9606	29122	PRSS50	-	CT20|TSP50	HGNC:17910|MIM:607950|Ensembl:ENSG00000206549|HPRD:06405	3	3p21.31	"protease, serine, 50"	protein-coding	PRSS50	"protease, serine, 50"	O	cancer/testis antigen 20|probable threonine protease PRSS50|serine protease 50|testes specific protease 50|testes-specific protease 50|testis-specific protease-like protein 50	20120610	PROTEASE
9606	339105	PRSS53	-	POL3S|UNQ308	HGNC:34407|MIM:610561|Ensembl:ENSG00000151006|Vega:OTTHUMG00000047358	16	16p11.2	"protease, serine, 53"	protein-coding	PRSS53	"protease, serine, 53"	O	EDTP308|polyserase 3|polyserase-3|polyserine protease 3|serine protease 53	20120622	PROTEASE
9606	221191	PRSS54	-	KLKBL4	HGNC:26336|Ensembl:ENSG00000103023|Vega:OTTHUMG00000173231	16	16q21	"protease, serine, 54"	protein-coding	PRSS54	"protease, serine, 54"	O	CT67|cancer/testis antigen 67|inactive serine protease 54|plasma kallikrein-like protein 4	20120622	PROTEASE
9606	203074	PRSS55	UNQ9391/PRO34284	T-SP1|UNQ9391	HGNC:30824|Ensembl:ENSG00000184647|HPRD:07162|Vega:OTTHUMG00000129345	8	8p23.1	"protease, serine, 55"	protein-coding	PRSS55	"protease, serine, 55"	O	probable serine protease UNQ9391/PRO34284|serine protease 55|testis serine protease 1|tryptophan/serine protease	20120610	PROTEASE
9606	646960	PRSS56	-	MCOP6	HGNC:39433|MIM:613858	2	2q37.1	"protease, serine, 56"	protein-coding	PRSS56	"protease, serine, 56"	O	putative serine protease 56	20120622	PROTEASE
9606	400668	PRSS57	UNQ782/PRO1599	PRSSL1|UNQ782	HGNC:31397|Ensembl:ENSG00000185198|HPRD:17916	19	19p13.3	"protease, serine, 57"	protein-coding	PRSS57	"protease, serine, 57"	O	"GLGL782|protease, serine-like 1|serine protease 1-like protein 1|serine protease 57"	20120610	PROTEASE
9606	136541	PRSS58	UNQ2540/PRO6090	PRSS1|TRY1|TRYX3|UNQ2540	HGNC:39125|Ensembl:ENSG00000258223|HPRD:15572|Vega:OTTHUMG00000158565	7	7q34	"protease, serine, 58"	protein-coding	PRSS58	"protease, serine, 58"	O	serine protease 58|trypsin X3|trypsin-X3	20120622	PROTEASE
9606	5652	PRSS8	-	CAP1|PROSTASIN	HGNC:9491|MIM:600823|Ensembl:ENSG00000052344|HPRD:02895|Vega:OTTHUMG00000176750	16	16p11.2	"protease, serine, 8"	protein-coding	PRSS8	"protease, serine, 8"	O	channel-activating protease 1|prostasin|serine protease 8	20120610	PROTEASE
9606	5657	PRTN3	-	ACPA|AGP7|C-ANCA|CANCA|MBN|MBT|NP4|P29|PR-3|PR3	HGNC:9495|MIM:177020|Ensembl:ENSG00000196415|HPRD:01512	19	19p13.3	proteinase 3	protein-coding	PRTN3	proteinase 3	O	"C-ANCA antigen|NP-4|Wegener granulomatosis autoantigen|azurophil granule protein 7|leukocyte proteinase 3|myeloblastin|neutrophil proteinase 4|serine proteinase, neutrophil|wegener autoantigen"	20120610	PROTEASE
9606	5663	PSEN1	-	AD3|FAD|PS-1|PS1|S182	HGNC:9508|MIM:104311|Ensembl:ENSG00000080815|HPRD:00087|Vega:OTTHUMG00000141279	14	14q24.3	presenilin 1	protein-coding	PSEN1	presenilin 1	O	presenilin-1	20120626	PROTEASE
9606	5664	PSEN2	-	AD3L|AD4|CMD1V|PS2|STM2	HGNC:9509|MIM:600759|Ensembl:ENSG00000143801|HPRD:02860|Vega:OTTHUMG00000037563	1	1q31-q42	presenilin 2 (Alzheimer disease 4)	protein-coding	PSEN2	presenilin 2 (Alzheimer disease 4)	O	AD3LP|AD5|E5-1|PS-2|STM-2|presenilin-2	20120628	PROTEASE
9606	5682	PSMA1	-	HC2|NU|PROS30	HGNC:9530|MIM:602854|Ensembl:ENSG00000129084|Ensembl:ENSG00000256206|HPRD:04170|Vega:OTTHUMG00000165825|Vega:OTTHUMG00000168126	11	11p15.1	"proteasome (prosome, macropain) subunit, alpha type, 1"	protein-coding	PSMA1	"proteasome (prosome, macropain) subunit, alpha type, 1"	O	"30 kDa prosomal protein|PROS-30|macropain subunit C2|macropain subunit nu|multicatalytic endopeptidase complex subunit C2|proteasome component C2|proteasome nu chain|proteasome subunit alpha type-1|proteasome subunit nu|proteasome subunit, alpha-type, 1|protein P30-33K"	20120623	PROTEASE
9606	5683	PSMA2	-	HC3|MU|PMSA2|PSC2	HGNC:9531|MIM:176842|Ensembl:ENSG00000106588|Ensembl:ENSG00000256646|HPRD:08907|Vega:OTTHUMG00000023916|Vega:OTTHUMG00000168259	7	7p13	"proteasome (prosome, macropain) subunit, alpha type, 2"	protein-coding	PSMA2	"proteasome (prosome, macropain) subunit, alpha type, 2"	O	macropain subunit C3|multicatalytic endopeptidase complex subunit C3|proteasome component C3|proteasome subunit HC3|proteasome subunit alpha type-2	20120623	PROTEASE
9606	5684	PSMA3	-	HC8|PSC3	HGNC:9532|MIM:176843|Ensembl:ENSG00000100567|HPRD:01463|Vega:OTTHUMG00000140319	14	14q23	"proteasome (prosome, macropain) subunit, alpha type, 3"	protein-coding	PSMA3	"proteasome (prosome, macropain) subunit, alpha type, 3"	O	macropain subunit C8|multicatalytic endopeptidase complex subunit C8|proteasome component C8|proteasome subunit C8|proteasome subunit alpha type-3	20120623	PROTEASE
9606	5685	PSMA4	-	HC9|HsT17706|PSC9	HGNC:9533|MIM:176846|Ensembl:ENSG00000041357|HPRD:10168|Vega:OTTHUMG00000143859	15	15q25.1	"proteasome (prosome, macropain) subunit, alpha type, 4"	protein-coding	PSMA4	"proteasome (prosome, macropain) subunit, alpha type, 4"	O	macropain subunit C9|multicatalytic endopeptidase complex subunit C9|proteasome component C9|proteasome subunit HC9|proteasome subunit L|proteasome subunit alpha type-4	20120623	PROTEASE
9606	5686	PSMA5	-	PSC5|ZETA	HGNC:9534|MIM:176844|Ensembl:ENSG00000143106|HPRD:01464|Vega:OTTHUMG00000012001	1	1p13	"proteasome (prosome, macropain) subunit, alpha type, 5"	protein-coding	PSMA5	"proteasome (prosome, macropain) subunit, alpha type, 5"	O	macropain subunit zeta|macropain zeta chain|multicatalytic endopeptidase complex zeta chain|proteasome alpha 5 subunit|proteasome component 5|proteasome subunit alpha type-5|proteasome subunit zeta|proteasome zeta chain	20120623	PROTEASE
9606	5687	PSMA6	-	IOTA|PROS27|p27K	HGNC:9535|MIM:602855|Ensembl:ENSG00000100902|HPRD:04171|Vega:OTTHUMG00000140221	14	14q13	"proteasome (prosome, macropain) subunit, alpha type, 6"	protein-coding	PSMA6	"proteasome (prosome, macropain) subunit, alpha type, 6"	O	27 kDa prosomal protein|PROS-27|macropain iota chain|macropain subunit iota|multicatalytic endopeptidase complex iota chain|prosomal P27K protein|proteasome iota chain|proteasome subunit alpha type-6|proteasome subunit iota	20120623	PROTEASE
9606	5688	PSMA7	RP5-1005F21.4	C6|HSPC|RC6-1|XAPC7	HGNC:9536|MIM:606607|Ensembl:ENSG00000101182|HPRD:05967|Vega:OTTHUMG00000032895	20	20q13.33	"proteasome (prosome, macropain) subunit, alpha type, 7"	protein-coding	PSMA7	"proteasome (prosome, macropain) subunit, alpha type, 7"	O	proteasome subunit RC6-1|proteasome subunit XAPC7|proteasome subunit alpha 4|proteasome subunit alpha type-7	20120623	PROTEASE
9606	143471	PSMA8	-	PSMA7L	HGNC:22985|Ensembl:ENSG00000154611|HPRD:11322	18	18q11.2	"proteasome (prosome, macropain) subunit, alpha type, 8"	protein-coding	PSMA8	"proteasome (prosome, macropain) subunit, alpha type, 8"	O	proteasome subunit alpha type-7-like	20120623	PROTEASE
9606	5689	PSMB1	-	HC5|PMSB1|PSC5	HGNC:9537|MIM:602017|Ensembl:ENSG00000008018|HPRD:03603|Vega:OTTHUMG00000016087	6	6q27	"proteasome (prosome, macropain) subunit, beta type, 1"	protein-coding	PSMB1	"proteasome (prosome, macropain) subunit, beta type, 1"	O	macropain subunit C5|multicatalytic endopeptidase complex subunit C5|proteasome beta 1 subunit|proteasome component C5|proteasome gamma chain|proteasome subunit HC5|proteasome subunit beta type-1	20120623	PROTEASE
9606	5699	PSMB10	-	LMP10|MECL1|beta2i	HGNC:9538|MIM:176847|Ensembl:ENSG00000205220|HPRD:01465|Vega:OTTHUMG00000137553	16	16q22.1	"proteasome (prosome, macropain) subunit, beta type, 10"	protein-coding	PSMB10	"proteasome (prosome, macropain) subunit, beta type, 10"	O	low molecular mass protein 10|macropain subunit MECl-1|multicatalytic endopeptidase complex subunit MECl-1|proteasome MECl-1|proteasome catalytic subunit 2i|proteasome subunit MECL1|proteasome subunit beta 7i|proteasome subunit beta type-10|proteasome subunit beta-2i	20120623	PROTEASE
9606	122706	PSMB11	-	BETA5T	HGNC:31963|MIM:611137|Ensembl:ENSG00000222028|Vega:OTTHUMG00000170279	14	14q11.2	"proteasome (prosome, macropain) subunit, beta type, 11"	protein-coding	PSMB11	"proteasome (prosome, macropain) subunit, beta type, 11"	O	proteasome subunit beta 5T|proteasome subunit beta type-11|proteasome subunit beta-5t	20120622	PROTEASE
9606	5690	PSMB2	RP5-983H21.1	HC7-I	HGNC:9539|MIM:602175|Ensembl:ENSG00000126067|HPRD:03708|Vega:OTTHUMG00000004169	1	1p34.2	"proteasome (prosome, macropain) subunit, beta type, 2"	protein-coding	PSMB2	"proteasome (prosome, macropain) subunit, beta type, 2"	O	"macropain subunit C7-I|multicatalytic endopeptidase complex subunit C7-1|multicatalytic endopeptidase complex subunit C7-I|proteasome beta 2 subunit|proteasome component C7-I|proteasome subunit beta type-2|proteasome subunit, beta type, 2"	20120623	PROTEASE
9606	5691	PSMB3	-	HC10-II	HGNC:9540|MIM:602176|Ensembl:ENSG00000108294|HPRD:03709|Vega:OTTHUMG00000133124	17	17q12	"proteasome (prosome, macropain) subunit, beta type, 3"	protein-coding	PSMB3	"proteasome (prosome, macropain) subunit, beta type, 3"	O	proteasome chain 13|proteasome component C10-II|proteasome subunit beta type-3|proteasome theta chain	20120623	PROTEASE
9606	121131	PSMB3P	-	-	HGNC:20633	12	12q13.2	"proteasome (prosome, macropain) subunit, beta type, 3 pseudogene"	pseudo	PSMB3P	"proteasome (prosome, macropain) subunit, beta type, 3 pseudogene"	O	-	20120511	PROTEASE
9606	130700	PSMB3P2	-	-	HGNC:30150	2	2q35	"proteasome (prosome, macropain) subunit, beta type, 3 pseudogene 2"	pseudo	PSMB3P2	"proteasome (prosome, macropain) subunit, beta type, 3 pseudogene 2"	O	-	20120511	PROTEASE
9606	5692	PSMB4	-	HN3|HsN3|PROS-26|PROS26	HGNC:9541|MIM:602177|Ensembl:ENSG00000159377|HPRD:03710|Vega:OTTHUMG00000012494	1	1q21	"proteasome (prosome, macropain) subunit, beta type, 4"	protein-coding	PSMB4	"proteasome (prosome, macropain) subunit, beta type, 4"	O	"26 kDa prosomal protein|hsBPROS26|macropain beta chain|multicatalytic endopeptidase complex beta chain|proteasome beta chain|proteasome chain 3|proteasome subunit HsN3|proteasome subunit beta type-4|proteasome subunit, beta type, 4"	20120623	PROTEASE
9606	5693	PSMB5	-	LMPX|MB1|X	HGNC:9542|MIM:600306|Ensembl:ENSG00000100804|HPRD:02629|Vega:OTTHUMG00000028713	14	14q11.2	"proteasome (prosome, macropain) subunit, beta type, 5"	protein-coding	PSMB5	"proteasome (prosome, macropain) subunit, beta type, 5"	O	"PSX large multifunctional protease X|macropain epsilon chain|multicatalytic endopeptidase complex epsilon chain|proteasome beta 5 subunit|proteasome catalytic subunit 3|proteasome chain 6|proteasome epsilon chain|proteasome subunit MB1|proteasome subunit X|proteasome subunit beta type-5|proteasome subunit, beta type, 5"	20120623	PROTEASE
9606	5694	PSMB6	-	DELTA|LMPY|Y	HGNC:9543|MIM:600307|Ensembl:ENSG00000142507|HPRD:02630|Vega:OTTHUMG00000090777	17	17p13	"proteasome (prosome, macropain) subunit, beta type, 6"	protein-coding	PSMB6	"proteasome (prosome, macropain) subunit, beta type, 6"	O	PSY large multifunctional protease Y|macropain delta chain|multicatalytic endopeptidase complex delta chain|proteasome catalytic subunit 1|proteasome delta chain|proteasome subunit Y|proteasome subunit beta 6|proteasome subunit beta type-6|proteasome subunit delta	20120623	PROTEASE
9606	5695	PSMB7	RP11-101K10.7	Z	HGNC:9544|MIM:604030|Ensembl:ENSG00000136930|HPRD:04940|Vega:OTTHUMG00000021042	9	9q34.11-q34.12	"proteasome (prosome, macropain) subunit, beta type, 7"	protein-coding	PSMB7	"proteasome (prosome, macropain) subunit, beta type, 7"	O	macropain chain Z|multicatalytic endopeptidase complex chain Z|proteasome catalytic subunit 2|proteasome subunit Z|proteasome subunit alpha|proteasome subunit beta 7|proteasome subunit beta type-7	20120623	PROTEASE
9606	5696	PSMB8	DAAP-57C1.3	ALDD|D6S216|D6S216E|JMP|LMP7|NKJO|PSMB5i|RING10	HGNC:9545|MIM:177046|Ensembl:ENSG00000204264|HPRD:01515|Vega:OTTHUMG00000031285	6	6p21.3	"proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)"	protein-coding	PSMB8	"proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)"	O	low molecular mass protein 7|low molecular weight protein 7|macropain subunit C13|multicatalytic endopeptidase complex subunit C13|protease component C13|proteasome catalytic subunit 3i|proteasome component C13|proteasome subunit Y2|proteasome subunit beta 5i|proteasome subunit beta type-8|proteasome-related gene 7|really interesting new gene 10 protein	20120623	PROTEASE
9606	5698	PSMB9	DADB-223G19.3	LMP2|PSMB6i|RING12|beta1i	HGNC:9546|MIM:177045|Ensembl:ENSG00000240065|HPRD:01514|Vega:OTTHUMG00000031287	6	6p21.3	"proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)"	protein-coding	PSMB9	"proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)"	O	low molecular mass protein 2|macropain chain 7|multicatalytic endopeptidase complex chain 7|proteasome catalytic subunit 1i|proteasome chain 7|proteasome subunit beta 6i|proteasome subunit beta type-9|proteasome subunit beta-1i|proteasome-related gene 2|really interesting new gene 12 protein	20120623	PROTEASE
9606	5700	PSMC1	-	P26S4|S4|p56	HGNC:9547|MIM:602706|Ensembl:ENSG00000100764|HPRD:04084|Vega:OTTHUMG00000171019	14	14q32.11	"proteasome (prosome, macropain) 26S subunit, ATPase, 1"	protein-coding	PSMC1	"proteasome (prosome, macropain) 26S subunit, ATPase, 1"	O	"26S protease regulatory subunit 4|26S proteasome AAA-ATPase subunit RPT2|proteasome 26S ATPase subunit 1|proteasome 26S subunit ATPase 1|proteasome 26S subunit, ATPase, 1"	20120623	PROTEASE
9606	5701	PSMC2	-	MSS1|Nbla10058|S7	HGNC:9548|MIM:154365|Ensembl:ENSG00000161057|HPRD:01105|Vega:OTTHUMG00000157206	7	7q22.1-q22.3	"proteasome (prosome, macropain) 26S subunit, ATPase, 2"	protein-coding	PSMC2	"proteasome (prosome, macropain) 26S subunit, ATPase, 2"	O	"26S protease regulatory subunit 7|26S proteasome AAA-ATPase subunit RPT1|mammalian suppressor of sgv-1 of yeast|protease 26S subunit 7|proteasome 26S subunit ATPase 2|proteasome 26S subunit, ATPase, 2|putative protein product of Nbla10058"	20120623	PROTEASE
