entrez_id	entrez_gene_symbol	entrez_gene_synonyms	ensembl_ids
406906	MIR122	MIR122A,MIRN122,MIRN122A,hsa-mir-122,miRNA122,miRNA122A	
7977	MHS3		
9473	THEMIS2	C1orf38,ICB-1	ENSG00000130775
7555	CNBP	CNBP1,DM2,PROMM,RNF163,ZCCHC22,ZNF9	ENSG00000169714
619569	SNORA41	ACA41	
23213	SULF1	HSULF-1,SULF-1	ENSG00000137573
644496	CTSL1P4	CTSLL4,bA564C4.3	
50970	TSG11		
57509	MTUS1	ATBP,ATIP,MP44,MTSG1	ENSG00000129422
152709	ARL4P2		
53342	IL17D	IL-17D,IL-22,IL-27,IL27	ENSG00000172458
642891	CHL1-AS2		
100616415	MIR4535		
100616268	MIR4472-1		
359999	CHRFAM7AP1		
6170	RPL39	L39	ENSG00000198918
3342	HTC2	CGH,CXINSq27.1,HCG	
343326	KRT18P28		
440585	FAM183A		ENSG00000186973
113791	PIK3IP1	HGFL,hHGFL(S)	ENSG00000100100
59348	ZNF350	ZBRK1,ZFQR	ENSG00000256683
64847	SPATA20	SSP411,Tisp78	ENSG00000006282
11249	NXPH2	NPH2	ENSG00000144227
22913	RALY	HNRPCL2,P542	ENSG00000125970
100507460	LOC100507460		
64763	ZNF574	FP972	ENSG00000105732
407037	MIR320A	MIRN320,MIRN320A,hsa-mir-320a	
283870	C16orf79		ENSG00000182685
390313	OR5BS1P	OR5BS1	
100420401	LOC100420401		
55435	AP1AR	2C18,C4orf16,GBAR,gamma-BAR	ENSG00000138660
389976	LOC389976		
10797	MTHFD2	NMDMC	ENSG00000065911
23640	HSPBP1	FES1	ENSG00000133265
100034743	PDZK1P2		
641518	LEF1-AS1		
450090	ADHD4		
544631	SLEP2		
642956	FABP5P9	FABP5L9	
8467	SMARCA5	ISWI,SNF2H,WCRF135,hISWI,hSNF2H	ENSG00000153147
10226	PLIN3	M6PRBP1,PP17,TIP47	ENSG00000105355
28425	IGHV3-47	3-47P,IGHV347	
64135	IFIH1	Hlcd,IDDM19,MDA-5,MDA5,RLR-2	ENSG00000115267
55390	PRO2268		
28703	TRAJ52		
9653	HS2ST1	dJ604K5.2	ENSG00000153936
730069	LOC730069		
7122	CLDN5	AWAL,BEC1,CPETRL1,TMVCF	ENSG00000184113
414753	TRAPPC2P9	TRAPPC2P4B	
440587	RPL6P1	RPL6_1_44	
442086	RPL10P7	RPL10_2_395	
728269	MAGEA9B		ENSG00000123584
9185	REPS2	POB1	ENSG00000169891
57720	GPR107	GCDRP,LUSTR1,RP11-88G17,bA138E2.2	ENSG00000148358
284307	ZIK1	ZNF762	ENSG00000171649
442206	GPR166P	GPCR,PGR9	
100506546	LOC100506546		
7235	TRNAU2	TRSP2,TRSPP1	
9689	BZW1	BZAP45,Nbla10236	ENSG00000082153
10928	RALBP1	RIP1,RLIP1,RLIP76	ENSG00000017797
51148	CERCAM	CEECAM1,GLT25D3	ENSG00000167123
10978	CLP1	HEAB,hClp1	ENSG00000172409
28389	IGHV4-B	IGHV4B	
91252	SLC39A13		ENSG00000165915
100505530	FLJ45825		
3418	IDH2	D2HGA2,ICD-M,IDH,IDHM,IDP,IDPM,mNADP-IDH	ENSG00000182054
10904	BLCAP	BC10	ENSG00000166619
390297	PSMC1P8		
8498	RANBP3		ENSG00000031823
115362	GBP5	GBP-5	ENSG00000154451
100847033	MIR4436B2		
230	ALDOC	ALDC	ENSG00000109107
115	ADCY9	AC9	ENSG00000162104
147007	TMEM199	C17orf32	ENSG00000244045,ENSG00000258924
10103	TSPAN1	NET1,TM4C,TM4SF	ENSG00000117472
100130664	LOC100130664		
122038	TOMM22P3		
1072	CFL1	CFL	ENSG00000172757
353511	PKD1P6	HG6	
134553	C5orf24		ENSG00000181904
134083	OR2Y1	OR5-2	ENSG00000174339
339541	C1orf228	NCRNA00082,p40	ENSG00000198520
25859	PART1	NCRNA00206	
57580	PREX1	P-REX1	ENSG00000124126
360155	CYCSP52	HC6,HCP2	
7570	ZNF22	HKR-T1,KOX15,ZNF422,Zfp422	ENSG00000165512
100873176	MTND2P5		
100996627	LOC100996627		
7597	ZBTB25	C14orf51,KUP,ZNF46	ENSG00000089775
10207	INADL	Cipp,InaD-like,PATJ,hINADL	ENSG00000132849
100129734	LOC100129734		
619552	MIR483	MIRN483,hsa-mir-483	
727721	LOC727721		
100126526	TRNAR-UCU		
9870	KIAA0317		ENSG00000119682
146802	SLC47A2	MATE2,MATE2-B,MATE2-K,MATE2K	ENSG00000180638
401554	FLJ46836		
441056	DUX4L4		ENSG00000258834
100507608	KRTAP9-6	KAP9.6,KRTAP9.6,KRTAP9L2	ENSG00000212659
167681	PRSS35	C6orf158,dJ223E3.1	ENSG00000146250
100874188	LINC00571		
5090	PBX3		ENSG00000167081
389631	ZNF705C	ZNF705CP	
100271491	RPL32P26	RPL32_17_1245	
8839	WISP2	CCN5,CT58,CTGF-L	ENSG00000064205
219527	LRRC55		ENSG00000183908
57292	KIR2DL5A	CD158F,KIR2DL5,KIR2DL5.1,KIR2DL5.3,KIR2DL5B	
100134937	LOC100134937		
100129123	ACE3P	ACE3	
642496	LOC642496		
100996759	LOC100996759		
24147	FJX1		ENSG00000179431
285303	LOC285303		
100421483	LOC100421483		
9298	SNORD31	RNU31,U31	
100287551	LOC100287551		
145837	LOC145837		
474386	SNAX1	ADSA	
10807	SDCCAG3	NY-CO-3	ENSG00000165689
269	AMHR2	AMHR,MISR2,MISRII,MRII	ENSG00000135409
100420790	LOC100420790		
363	AQP6	AQP2L,KID	ENSG00000086159
339201	C17orf65		
100418753	LOC100418753		
4264	MHS2		
100874289	VDAC1P12		
60558	GUF1	EF-4	ENSG00000151806
401410	LOC401410		
100188985	TRNAG6		
4140	MARK3	CTAK1,KP78,PAR1A,Par-1a	ENSG00000075413
100288892	COX6CP4		
391526	IGBP1P3		
340654	LIPM	LIPL3,bA304I5.1	ENSG00000173239
399774	PRKRIRP3		
50506	DUOX2	LNOX2,NOXEF2,P138-TOX,TDH6,THOX2	ENSG00000140279
7855	FZD5	C2orf31,HFZ5	ENSG00000163251
100873931	DLX6-AS2		
147228	KRT17P1		
196993	CT62		ENSG00000225362
400668	PRSS57	PRSSL1,UNQ782	ENSG00000185198
100873882	ANKRD26P4		
79944	L2HGDH	C14orf160	ENSG00000087299
100130238	LOC100130238		
255374	MBLAC1		ENSG00000214309
85480	TSLP		ENSG00000145777
646104	RPL32P16	RPL32_7_768	
100509263	LOC100509263		
1798	DPAGT1	ALG7,CDG-Ij,CDG1J,CMSTA2,D11S366,DGPT,DPAGT,DPAGT2,G1PT,GPT,UAGT,UGAT	ENSG00000172269
440955	TMEM89		ENSG00000183396
389616	OR7E125P	PJCG6	
23562	CLDN14	DFNB29	ENSG00000159261
28463	IGHV1-67	1-67P,IGHV167	
55203	LGI2	LGIL2	ENSG00000153012
646966	RPL26P16	RPL26_3_532	
7116	TMSB4XP2	TMSL2	
404713	SSD		
220112	CTAGE3P	CTAGE-3,CTAGE3	
100418670	LOC100418670		
57242	KIAA0509		
389058	SP5		ENSG00000204335
348932	SLC6A18	Xtrp2	ENSG00000164363
100133222	RPL39P27	RPL39_13_1220	
8748	ADAM20		ENSG00000134007
391722	LOC391722		
652319	LOC652319		
151649	PP2D1	C3orf48	ENSG00000183977
100874383	USP9YP22		
100506099	LOC100506099		
100313774	MIR302E	MIRN302E	
100189164	TRNAL16		
100288114	LOC100288114		
8605	PLA2G4C	CPLA2-gamma	ENSG00000105499
54600	UGT1A9	HLUGP4,LUGP4,UDPGT,UDPGT 1-9,UGT-1I,UGT1-09,UGT1-9,UGT1.9,UGT1AI,UGT1I	ENSG00000241119
378884	NHLRC1	EPM2A,EPM2B,MALIN,bA204B7.2	ENSG00000187566
5496	PPM1G	PP2CG,PP2CGAMMA,PPP2CG	ENSG00000115241
399753	LOC399753		
100129646	LOC100129646		
140831	ZSWIM3	C20orf164	ENSG00000132801
9863	MAGI2	ACVRIP1,AIP-1,AIP1,ARIP1,MAGI-2,SSCAM	ENSG00000187391
158427	TSTD2	C9orf97	ENSG00000136925
399664	MEX3D	MEX-3D,MEX3,OK/SW-cl.4,RKHD1,RNF193,TINO	ENSG00000181588
8816	DCAF5	BCRG2,BCRP2,D14S1461E,WDR22	ENSG00000139990
81501	DCSTAMP	FIND,TM7SF4,hDC-STAMP	ENSG00000164935
6138	RPL15	EC45,L15,RPL10,RPLY10,RPYL10	ENSG00000174748
100499438	DYZ1L20		
359941	CDK4PS		
100996376	LOC100996376		
100130333	LOC100130333		
100189058	TRNAQ9		
100873677	RNA5SP426	RN5S426	
151903	CCDC12		ENSG00000160799
100996939	PYURF	PREY	
56975	FAM20C	DMP-4,DMP4,GEF-CK,RNS	
23415	KCNH4	BEC2,ELK1,Kv12.3	ENSG00000089558
442415	ATP5A1P7		
3107	HLA-C	D6S204,HLA-JY3,HLC-C,PSORS1	ENSG00000204525
442660	RPL7AP38	RPL7A_11_798	
339403	RXFP4	GPCR142,GPR100,RLN3R2,RXFPR4	ENSG00000173080
3861	KRT14	CK14,EBS3,EBS4,K14,NFJ	ENSG00000186847
100130542	LOC100130542		
100421122	LOC100421122		
10307	APBB3	FE65L2,SRA	ENSG00000113108
407054	MIR98	MIRN98,hsa-mir-98,miR-98	
693227	MIR642A	MIR642,MIRN642,hsa-mir-642,hsa-mir-642a	
100874395	EIF2AP3		
6566	SLC16A1	HHF7,MCT,MCT1	ENSG00000155380
6907	TBL1X	EBI,SMAP55,TBL1	ENSG00000101849
100505495	LOC100505495		
100421332	LOC100421332		
100421478	LOC100421478		
100873750	RNU6-35		
100996502	LOC100996502		
285622	NBPF22P		
100616249	MIR4768		
100422495	LOC100422495		
159013	CXorf38		ENSG00000185753
391239	LOC391239		
153241	CEP120	CCDC100	ENSG00000168944
440895	LOC440895		ENSG00000186148
100271267	RPSAP51	RPSA_25_1205	
100169989	DBIL5P2	ELP1P	
91137	SLC25A46		ENSG00000164209
404686	SCZD11		
100419840	LOC100419840		
100128575	LOC100128575		
100127892	LOC100127892		
100505851	LOC100505851		
92211	CDHR1	CORD15,PCDH21,PRCAD	ENSG00000148600
10477	UBE2E3	UBCH9,UbcM2	ENSG00000170035
100422903	MIR4288		
30012	TLX3	HOX11L2,RNX	ENSG00000164438
79155	TNIP2	ABIN2,FLIP1,KLIP	ENSG00000168884
348801	LNP1		ENSG00000206535
100188807	HYT5		
149194	LOC149194		
286967	FAM223B	CXorf52,CXorf52B,LINC00204B,NCRNA00204B	
100147767	RNU7-19P	U7.19	
9826	ARHGEF11	GTRAP48,PDZ-RHOGEF	ENSG00000132694
100422352	LOC100422352		
400046	FLJ41278		
8814	CDKL1	KKIALRE,P42	ENSG00000100490
3674	ITGA2B	BDPLT2,CD41,CD41B,GP2B,GPIIb,GT,GTA,HPA3	ENSG00000005961
388550	CEACAM22P		
84144	SYDE2	RP11-33E12.1	ENSG00000097096
284802	FRG1B	C20orf80,bA348I14.2	
100271292	RPL23AP23	RPL23A_5_178	
284266	SIGLEC15	CD33L3,HsT1361,SIGLEC-15	ENSG00000197046
100506272	LOC100506272		
400238	LINC00642		
100508175	LOC100508175		
9360	PPIG	CARS-Cyp,CYP,SCAF10,SRCyp	ENSG00000138398
692207	SNORD91A	HBII-296a	
100151683	RNU4ATAC	MOPD1,RNU4ATAC1,TALS,U4ATAC	
284207	METRNL		ENSG00000176845
100271014	RPL37P8	RPL37_2_190	
5939	RBMS2	SCR3	ENSG00000076067
338386	HSR		
474171	STGC3		
646970	LOC646970		
84687	PPP1R9B	PPP1R6,PPP1R9,SPINO,Spn	
151742	PPM1L	PP2C-epsilon,PP2CE,PPM1-LIKE	ENSG00000163590
55565	ZNF821		ENSG00000102984
5927	KDM5A	JARID1A,RBBP-2,RBBP2,RBP2	ENSG00000073614
79802	HHIPL2	KIAA1822L	ENSG00000143512
140857	RPL7P3	dJ353C17.2	
100131043	LOC100131043		
644119	RPS14P9	RPS14_6_722	
28715	TRAJ40		
799	CALCR	CRT,CT-R,CTR,CTR1	ENSG00000004948
26011	ODZ4	Doc4,TNM4,Ten-M4	ENSG00000149256
100130310	MSANTD2P1		
925	CD8A	CD8,Leu2,MAL,p32	ENSG00000153563
7834	PCAP	HPC2,HPC8	
100302513	DFNB71		
1955	MEGF9	EGFL5	ENSG00000106780
729012	SKA2L	Em:AC006313.1,FAM33B	
63933	CCDC90A	C6orf79	ENSG00000050393
80152	CENPT	C16orf56,CENP-T	ENSG00000102901
391556	LOC391556		
2784	GNB3		ENSG00000111664
100750326	HTT-AS1	HTTAS	
49860	CRNN	C1orf10,DRC1,PDRC1,SEP53	ENSG00000143536
3791	KDR	CD309,FLK1,VEGFR,VEGFR2	ENSG00000128052
399886	FLJ41423		
26206	SPAG8	BS-84,HSD-1,SMP1,SPAG3,hSMP-1	ENSG00000137098
2746	GLUD1	GDH,GDH1,GLUD	ENSG00000148672
474281	BW28		
100129723	HMGB1P12	HMGB1L12	
26153	KIF26A		ENSG00000066735
64834	ELOVL1	Ssc1	ENSG00000066322
100996440	LOC100996440		
406901	MIR107	MIRN107,miR-107	
100190982	DSAP3		
90865	IL33	C9orf26,DVS27,IL1F11,NF-HEV,NFEHEV,RP11-575C20.2	ENSG00000137033
449491	DEFA8P	DEFAP1	
100847069	MIR5590		
100379174	MACROD2-AS1	NCRNA00186	
391634	HSP90AB2P	HSP90BB	
7873	MANF	ARMET,ARP	ENSG00000145050
114818	KLHL29	KBTBD9	ENSG00000119771
56995	TULP4	TUSP	ENSG00000130338
100288097	LOC100288097		
10486	CAP2		ENSG00000112186
100312811	VN1R59P		
7462	LAT2	LAB,NTAL,WBSCR15,WBSCR5,WSCR5	ENSG00000086730
574464	MIR520F	MIRN520F	
100419758	PKMP3		
170627	XAGE5	CT12.5,GAGED5,XAGE-5	ENSG00000171405
137406	MRPS16P1		
791087	HHT4		
503841	DEFB106B		ENSG00000187082
100873410	RNA5SP143	RN5S143	
9891	NUAK1	ARK5	ENSG00000074590
3684	ITGAM	CD11B,CR3A,MAC-1,MAC1A,MO1A,SLEB6	ENSG00000169896
81579	PLA2G12A	GXII,PLA2G12,ROSSY	ENSG00000123739
153893	LOC153893		
728179	RPL7AP36	RPL7A_9_655	
401602	LOC401602		
2799	GNS	G6S	ENSG00000135677
100288233	LOC100288233		
391462	RPSAP24	RPSA_6_295	
5601	MAPK9	JNK-55,JNK2,JNK2A,JNK2ALPHA,JNK2B,JNK2BETA,PRKM9,SAPK,SAPK1a,p54a,p54aSAPK	ENSG00000050748
50639	MBL3P	COLEC2,MBL	
284695	ZNF326	ZAN75,ZIRD,Zfp326,dJ871E2.1	ENSG00000162664
348	APOE	AD2,LDLCQ5,LPG	ENSG00000130203
729236	RPS13P2	RPS13_1_51	
28502	IGHD2-21	IGHD221	
254778	C8orf46		ENSG00000169085
128760	RPL21P3	bA189K21.4	
100533648	LOC100533648		
100506953	FABP7P1		
1090	CEACAMP1	CEACAM22P,CGM8	
497049	FLJ25758		
116337	PANX3	PX3	ENSG00000154143
113179	ADAT3	FWP005,MST121,MSTP121,S863-5,TAD3	ENSG00000213638
28592	TRBV7-6	TCRBV6S3A1N1T,TCRBV7S6,TRBV76	
6844	VAMP2	SYB2,VAMP-2	ENSG00000220205,ENSG00000263620
729648	ZNF812		ENSG00000224689
100289678	ZNF783		ENSG00000204946
643648	LOC643648		
171417	LOC171417		
100996471	LOC100996471		
100126299	VTRNA2-1	CBL-3,MIR886,MIRN886,VTRNA2,hsa-mir-886,hvg-5,nc886	
10848	PPP1R13L	IASPP,NKIP1,RAI,RAI4	ENSG00000104881
391594	FLYWCH1L		
642460	ANKRD30BP1	ANKRD30BP,C21orf110,PRED4	
100009613	ANO1-AS2	C11orf78,NCRNA00224	
9060	PAPSS2	ATPSK2,SK2	ENSG00000198682
150947	PPIL1P1		
100873719	RNA5SP477	RN5S477	
23304	UBR2	C6orf133,RP3-392M17.3,bA49A4.1,dJ242G1.1,dJ392M17.3	ENSG00000024048
170825	GSX2	GSH2	ENSG00000180613
284185	LINC00482	C17orf55	
9451	EIF2AK3	PEK,PERK,WRS	ENSG00000172071
10420	TESK2		ENSG00000070759
474152	TTTY17C	NCRNA00142	
100128108	LOC100128108		
54467	ANKIB1		ENSG00000001629
574432	C1orf148		
65266	WNK4	PHA2B,PRKWNK4	ENSG00000126562
100270997	RPL34P13	RPL34_3_616	
28598	TRBV6-9	TCRBV13S4,TCRBV6S9,TRBV69	
10409	BASP1	CAP-23,CAP23,NAP-22,NAP22	ENSG00000176788
2899	GRIK3	EAA5,GLR7,GLUR7,GluK3,GluR7a	ENSG00000163873
100506997	LOC100506997		
56301	SLC7A10	HASC-1,asc-1	ENSG00000130876
9136	RRP9	RNU3IP2,U3-55K	ENSG00000114767
414194	CCNYL2	C10orf21,bA178A10.2	
100874127	LINC00332	NCRNA00332	
401708	GLULP3	GLULL3	
28990	ASTE1		ENSG00000034533
220717	RPLP0P6	RPLP0_2_209	
23558	WBP2	WBP-2	ENSG00000132471
535	ATP6V0A1	ATP6N1,ATP6N1A,Stv1,VPP1,Vph1,a1	ENSG00000033627
6260	RYKP1	JTK5,JTK5B,RYKL1,RYKP	
3138	HLA-K	HLA-70,HLA70,HLAK	
100131083	RPS8P5	RPS8_2_374	
100420800	LOC100420800		
58509	CACTIN	C19orf29,NY-REN-24,fSAPc	ENSG00000105298
100505902	LOC100505902		
100996497	LOC100996497		
100421829	LOC100421829		
3886	KRT35	HA5,Ha-5,KRTHA5,hHa5	ENSG00000197079
29927	SEC61A1	HSEC61,SEC61,SEC61A	ENSG00000058262
26996	GPR160	GPCR1,GPCR150	ENSG00000173890
645296	RPL17P39	RPL17_14_1450,hCG2004593	
728008	C11orf89		
56999	ADAMTS9		ENSG00000163638
7804	LRP8	APOER2,HSZ75190,LRP-8,MCI1	ENSG00000157193
339010	POTEB	A26B1,CT104.5,POTE-15,POTE15	
100292290	LOC100292290		
100996295	LOC100996295		
7508	XPC	RAD4,XP3,XPCC	ENSG00000154767
91404	SESTD1	SOLO	ENSG00000187231
100302290	MIR1973	hsa-mir-1973	
3398	ID2	GIG8,ID2A,ID2H,bHLHb26	ENSG00000115738
567	B2M		ENSG00000166710
259286	TAS2R40	GPR60,T2R40,T2R58	ENSG00000221937
8170	SLC14A2	HUT2,UT-A2,UT2,UTA,UTR,hUT-A6	ENSG00000132874
100507002	LOC100507002		
100287520	GLYATL1P3		
100873334	RNA5-8SP3	RN5-8S3	
729146	RPL9P28	RPL9_16_1554	
283459	GATC	15E1.2	ENSG00000257218
26687	OR4E1	OR4E1P	
100873654	RNA5SP401	RN5S401	
1365	CLDN3	C7orf1,CPE-R2,CPETR2,HRVP1,RVP1	ENSG00000165215
100996342	LOC100996342		
57717	PCDHB16	ME1,PCDH-BETA16,PCDH3X,PCDHB8a	ENSG00000196963
161271	OR4H12P	C14orf14,OR4H12,c14_5009	
100130485	LOC100130485		
7083	TK1	TK2	ENSG00000167900
11006	LILRB4	CD85K,HM18,ILT3,LILRB5,LIR-5,LIR5	ENSG00000186818
1568	CYP2D8P1	CYP2D8P,CYP2DP1	
84450	ZNF512		ENSG00000243943
28382	IGHV7-34-1	7-34.1P,IGHV7341	
26579	MYEOV	OCIM	ENSG00000172927
246704	LINC00315	C21orf93,NCRNA00315	
100873635	RNA5SP379	RN5S379	
100194426	LOC100194426		
100033406	VN2R18P		
152816	C4orf26		ENSG00000174792
400511	FLJ45256		
619343	ERICH1-AS1	C8orf68	
10620	ARID3B	BDP,DRIL2	ENSG00000179361
3031	HADHAP1	HADHAP	
7075	TIE1	JTK14,TIE	ENSG00000066056
100499165	FGQTL1		
3159	HMGA1	HMG-R,HMGA1A,HMGIY	ENSG00000137309
100132850	LOC100132850		
7392	USF2	FIP,bHLHb12	ENSG00000105698
3169	FOXA1	HNF3A,TCF3A	ENSG00000129514
100147756	RNU7-8P	U7.8	
100422081	LOC100422081		
2609	GAPDHP67	GAPDHL12,GAPDL12	
100129603	LOC100129603		
55777	MBD5	MRD1	ENSG00000204406
57532	NUFIP2	182-FIP,82-FIP,FIP-82	ENSG00000108256
392390	OR1L6	HG16,OR1L7,OR9-30	ENSG00000171459
100124332	LOC100124332		
100189361	TRNAP20		
339896	GADL1		ENSG00000144644
391175	RPL23AP15	RPL23A_4_173	
100873944	PRKX-AS1		
3866	KRT15	CK15,K15,K1CO	ENSG00000171346
79025	C20orf195		ENSG00000125531
3781	KCNN2	KCa2.2,SK2,SKCA2,hSK2	ENSG00000080709
644449	LOC644449		
100271135	RPS6P18	RPS6_8_1191	
644309	RPS20P19	RPS20_7_863	
100128936	RPL10AP6	RPL10A_1_376	
100131809	LOC100131809		
4689	NCF4	NCF,P40PHOX,SH3PXD4	ENSG00000100365
200010	SLC5A9	SGLT4	ENSG00000117834
57215	THAP11	CTG-B43a,CTG-B45d,RONIN	ENSG00000168286
100270937	RPL17P11	RPL17_3_336	
338017	KRT8P1		
728746	FAM90A17P	FAM90A17	
644534	HMGN1P11		
642954	RBBP4P1	RBBP4P	
2035	EPB41	4.1R,EL1,HE	ENSG00000159023
645548	HSPD1P6	HSPD1-6P,HSPDP6	
28742	TRAJ13		
729603	LOC729603		
100874280	NTM-IT2		
8576	STK16	KRCT,MPSK,PKL12,TSF1	ENSG00000115661
51807	TUBA8	TUBAL2	ENSG00000183785
84962	AJUBA	JUB	ENSG00000129474
401675	OR56B3P		
100129175	LOC100129175		
23508	TTC9	TTC9A	ENSG00000133985
402425	LOC402425		
100270954	RPL21P34	RPL21_6_274	
113263	GLCCI1	FAM117C,GCTR,GIG18,TSSN1	ENSG00000106415
375061	FAM89A	C1orf153,RP11-423F24.2	ENSG00000182118
100653091	LOC100653091		
388499	LOC388499		
100631255	LOC100631255		
100506647	LOC100506647		
693217	MIR632	MIRN632,hsa-mir-632	
100048923	DDX39BP2	BAT1P2,BPG309N1.15	
100873448	RNA5SP186	RN5S186	
3978	LIG1		ENSG00000105486
8500	PPFIA1	LIP.1,LIP1,LIPRIN	ENSG00000131626
474303	BW11		
100189288	TRNAL26		
23209	MLC1	LVM,MLC,VL	ENSG00000100427
93429	DKFZp434J0226		
100616126	MIR4686		
51735	RAPGEF6	KIA001LB,PDZ-GEF2,PDZGEF2,RA-GEF-2,RAGEF2	ENSG00000158987,ENSG00000217128
100133012	CHEK2P1	CHEK2L1	
117178	SSX2IP	ADIP	ENSG00000117155
100506636	LOC100506636		
57175	CORO1B	CORONIN-2	ENSG00000172725
151050	KANSL1L	C2orf67,MSL1v2	ENSG00000144445
8771	TNFRSF6B	DCR3,DJ583P15.1.1,M68,M68E,TR6	ENSG00000243509
255027	MPV17L	M-LPH,MLPH1,MLPH2,MPV17L1	ENSG00000156968
654841	LOC654841		
100505642	LOC100505642		
100008589	RNA28S5	RN28S1	
143501	C11orf40	NOV1	ENSG00000171987
100506020	ARAP1-AS2		
100421597	LOC100421597		
93649	MYOCD	MYCD	ENSG00000141052
100874523	HIF1AP1		
2388	FRA4A		
50487	PLA2G3	GIII-SPLA2,SPLA2III	ENSG00000100078
347902	AMIGO2	ALI1,AMIGO-2,DEGA	ENSG00000139211
129685	TAF8	43,II,TAF,TAFII-43,TAFII43,TBN	ENSG00000137413
360008	GAPDHP17	GAPDHP18	
26825	RNU6-50	RNU6-50P,RNU6P1,U6	
8224	SYN3		ENSG00000185666
401550	TTLL11-IT1	C9orf148	
100101440	PMS2LP2	PMSR7	
256586	LYSMD2		ENSG00000140280
8840	WISP1	CCN4,WISP1c,WISP1i,WISP1tc	ENSG00000104415
6932	TCF7	TCF-1	ENSG00000081059
10850	CCL27	ALP,CTACK,CTAK,ESKINE,ILC,PESKY,SCYA27	ENSG00000213927
100033455	SNORD115-17	HBII-52-17	
407007	MIR222	MIRN222,miRNA222,mir-222	
100271240	RPS26P36	RPS26_18_953	
3821	KLRC1	CD159A,NKG2,NKG2A	ENSG00000134545
91647	ATPAF2	ATP12,ATP12p,MC5DN1	ENSG00000171953
132320	SCLT1	CAP-1A,CAP1A,hCAP-1A	ENSG00000151466
406882	MIRLET7A2	LET7A2,MIRNLET7A2,let-7a-2	
100874514	ATP6V1G1P7		
100500805	MIR3607		
26816	SNORD35A	RNU35,RNU35A,U35	
100271439	RPL21P111	RPL21_51_1327	
6447	SCG5	7B2,P7B2,SGNE1,SgV	ENSG00000166922
283483	LINC00551		
23192	ATG4B	APG4B,AUTL1	ENSG00000168397
54997	TESC	CHP3,TSC	ENSG00000088992
100271377	RPS27AP10	RPS27A_3_621	
352965	HLA-U	HLA-21	
887	CCKBR	CCK-B,CCK2R,GASR	ENSG00000110148
729073	FAM92A1P1	FAM92A2	
100533945	LOC100533945		
414134	NANOGP6		
72	ACTG2	ACT,ACTA3,ACTE,ACTL3,ACTSG	ENSG00000163017
26470	SEZ6L2	PSK-1	ENSG00000174938
56940	DUSP22	JKAP,JSP1,LMWDSP2,MKPX,VHX	
3371	TNC	150-225,GMEM,GP,HXB,JI,TN,TN-C	ENSG00000041982
28583	TRBV10-3	TCRBV10S3,TCRBV12S1A1N2,TRBV103	
649324	LOC649324		
100289196	LOC100289196		
100130891	LOC100130891		
100421537	LOC100421537		
100873838	RNU5A-8P		
100873347	MTND2P16		
100129589	LOC100129589		
643311	CT47B1	CT47.13,CT47A13	ENSG00000236446
403252	OR4A46P		
408258	CILD5		
100132795	RPL12P32	RPL12_12_1226	
731741	RPL32P12	RPL32_4_459	
65010	SLC26A6		ENSG00000225697
100873466	RNA5SP205	RN5S205	
2444	FRK	GTK,PTK5,RAK	ENSG00000111816
100652967	LOC100652967		
100996836	LOC100996836		
725	C4BPB	C4BP	ENSG00000123843
386616	SCKL3		
339344	MYPOP	P42pop	ENSG00000176182
648740	ACTG1P4	ACTGP4	
544428	COPD4		
10440	TIMM17A	TIM17,TIM17A	ENSG00000134375
317775	CHORDC2P		
100873826	RNU5F-2P		
100271868	MPVQTL2		
100128044	HNRNPA1P11		
394263	MUC21	C6orf205,KMQK697,MUC-21,bCX31G15.2	ENSG00000204544
5429	POLH	RAD30,RAD30A,XP-V,XPV	ENSG00000170734
26515	FXC1	TIM10B,TIMM10B,Tim9b	ENSG00000132286
326609	NT5CP1		
1326	MAP3K8	COT,EST,ESTF,MEKK8,TPL2,Tpl-2,c-COT	ENSG00000107968
338323	NLRP14	CLR11.2,GC-LRR,NALP14,NOD5,PAN8	ENSG00000158077
401166	FLJ44896		
28799	IGLV3-16	IGLV316,V2-11	
653486	LOC653486		
10175	CNIH	CNIH1,CNIL,TGAM77	ENSG00000100528
9038	TAAR5	PNR,RP11-295F4.5	ENSG00000135569
23567	ZNF346	JAZ,Zfp346	ENSG00000113761
28626	TRBJ2-3	TCRBJ2S3,TRBJ23	
54719	RNANC	NCRNA	
11219	TREX2		ENSG00000183479
653125	LOC653125		ENSG00000249931
100170222	SNAR-I	snaR-3	
84699	CREB3L3	CREB-H,CREBH	ENSG00000060566
100379288	RNY4P11		
30835	CD209	CDSIGN,CLEC4L,DC-SIGN,DC-SIGN1	ENSG00000090659
100500819	MIR3609		
7203	CCT3	CCT-gamma,CCTG,PIG48,TCP-1-gamma,TRIC5	ENSG00000163468
100996806	LOC100996806		
100526664	LY75-CD302		ENSG00000054219,ENSG00000248672
100528025	SXGQTL1		
3012	HIST1H2AE	H2A.1,H2A.2,H2A/a,H2AFA	ENSG00000168274
50992	INLNE		
100033806	SNORD115-32	HBII-52-32	
100189427	TRNAI26		
100873661	RNA5SP409	RN5S409	
55069	TMEM248	C7orf42	ENSG00000106609
5311	PKD2	APKD2,PC2,PKD4,Pc-2,TRPP2	ENSG00000118762
5083	PAX9	STHAG3	ENSG00000198807
100313924	PIRC2		
388951	TSPYL6		ENSG00000178021
100422053	LOC100422053		
2656	GCY	STA,TS,TSY	
