"compound_id","compound_name","gene_names","pubmed_id","ep_action_mode","activity_comment"
"CHEMBL629","AMITRIPTYLINE","CYP2C9","22931300","","Active"
"CHEMBL302795","TENOXICAM","BAZ2B","","","Active"
"CHEMBL106562","2-METHOXY-1,4-NAPHTHOQUINONE","ATAD5","","","Active"
"CHEMBL1190711","BAY-613606","MAPK1","","","active"
"CHEMBL491473","CEDIRANIB","AXL","","","active"
"CHEMBL305660","EBASTINE","GMNN","","","active"
"CHEMBL1795737","4-(PHENYLCARBAMOYL)BENZYLNITRATE","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8","21664138","","Active"
"CHEMBL578502","SJ000154295","MITF","","","Active"
"CHEMBL528045","TCMDC-125548","ALOX12","","","Active"
"CHEMBL311498","CIANIDANOL","POLB","","","Active"
"CHEMBL482967","CYC-116","CHEK1","","","active"
"CHEMBL42","CLOZAPINE","CYP3A4","22931300","","Active"
"CHEMBL599943","GNF-PF-3343","RAD54L","","","active"
"CHEMBL63323","NIFLUMIC ACID","BAZ2B","","","Active"
"CHEMBL583912","(-)-EPICATECHIN","ALPL","","","Active"
"CHEMBL893","DICLOXACILLIN","GLS","","","active"
"CHEMBL256997","ATALUREN","AR","","","active"
"CHEMBL462576","KEPONE","HSP90AA1","","","active"
"CHEMBL1189150","LINSIDOMINE","EHMT2","","","Active"
"CHEMBL81782","GNF-PF-3148","GFER","","","Active"
"CHEMBL19954","NSC-69187","RECQL","","","active"
"CHEMBL509032","TAE-684","MAP4K5","","","active"
"CHEMBL23194","SPERMINE","DRD1","","","active"
"CHEMBL1421","DASATINIB","HCK","","","active"
"CHEMBL448741","DIHYDROSPINGOSINE","USP1","","","active"
"CHEMBL592124","SJ000044511","MAPT","","","Active"
"CHEMBL456881","DEOXYVASICINONE","POLI","","","active"
"CHEMBL501701","N,N-HEXAMETHYLENEAMILORIDE","CYP2C19","","","Active"
"CHEMBL686","MEFENAMIC ACID","TDP1","","","Active"
"CHEMBL1200467","HYDROXYZINE PAMOATE","PLK1","","","active"
"CHEMBL349803","PIRETANIDE","EHMT2","","","Active"
"CHEMBL1275","PERGOLIDE MESYLATE","DRD3","","","active"
"CHEMBL1160028","TETRAIDOFLUORESCEIN","THRB","","","Active"
"CHEMBL113150","CETRIMIDE","AR","","","active"
"CHEMBL509032","TAE-684","TNK2","","","active"
"CHEMBL189963","PALBOCICLIB","DYRK1A","","","active"
"CHEMBL1440","TETRACYCLINE","CYP2C19","22931300","","Active"
"CHEMBL1563","DAUNORUBICIN HYDROCHLORIDE","MAPK1","","","Active"
"CHEMBL1230122","R-1487","MAPK9","","","active"
"CHEMBL507237","CUCURBITACIN B","STAT3","20347305","","Active"
"CHEMBL585964","GNF-PF-4618","PABPC1","","","Active"
"CHEMBL1256655","AMSACRINE HYDROCHLORIDE","EHMT2","","","Active"
"CHEMBL486193","RETINYL ACETATE","AR","","","active"
"CHEMBL139000","(R)-PIA","ATAD5","","","Active"
"CHEMBL1396626","DICHLOFENTHION","VDR","","","active"
"CHEMBL307145","PYROGALLOL","APEX1","","","active"
"CHEMBL3185422","IPCONAZOLE","AR","","","active"
"CHEMBL1233300","HYDROXYFASUDIL","PRKX","22257127","","Active"
"CHEMBL514409","HESPERADIN","STK16","19035792","inhibition","Active"
"CHEMBL297304","BENZO[D]ISOTHIAZOL-3-ONE","POLI","","","active"
"CHEMBL448290","THIOINOSINE","ATAD5","","","active"
"CHEMBL600306","GNF-PF-3352","EHMT2","","","Active"
"CHEMBL590691","SJ000024939","EHMT2","","","Active"
"CHEMBL475251","TAMATINIB","TBK1","","","active"
"CHEMBL598797","CUDC-101","YES1","","","active"
"CHEMBL1288253","NSC-640353","NQO2","21074425","","Active"
"CHEMBL2358118","MENADIONE SODIUM BISULPHITE","AR","","","active"
"CHEMBL546797","TCMDC-125758","PRKACA","","","active"
"CHEMBL164","MYRICETIN","CYP2C9","","","Active"
"CHEMBL43","AMSACRINE","TOP2A","19725581","","Active"
"CHEMBL1554674","CHARTREUSIN","POLK","","","active"
"CHEMBL38","TRETINOIN","EHMT2","","","Active"
"CHEMBL1719948","MORUSINOL","RELA","24901948","","Active"
"CHEMBL225519","PHA-767491","DYRK4","","","active"
"CHEMBL180239","CURCUMIN PYRAZOLE","PTGS1","24920381","","Active"
"CHEMBL1526240","DIHYDROGAMBOGIC ACID","MAPK1","","","Active"
"CHEMBL582737","GNF-PF-574","EHMT2","","","Active"
"CHEMBL267777","RITANSERIN","KCNH2","","","active"
"CHEMBL592068","SJ000114740","GMNN","","","active"
"CHEMBL258405","ICILLIN","CYP2C9","","","Active"
"CHEMBL2071527","ALTISSIMACOUMARIN E","SIRT1","22799262","","Active"
"CHEMBL601952","GNF-PF-5114","BAZ2B","","","Active"
"CHEMBL582278","GNF-PF-388","MTOR","","","Active"
"CHEMBL272165","GW300657X","YES1","","","active"
"CHEMBL578944","GNF-PF-2657","HSP90AA1","","","active"
"CHEMBL590212","SJ000130653","KCNH2","","","Active"
"CHEMBL448741","DIHYDROSPINGOSINE","UBE2N","","","Active"
"CHEMBL307145","PYROGALLOL","EHMT2","","","Active"
"CHEMBL221753","BENZETHONIUM CHLORIDE","NFKB1","","","active"
"CHEMBL270362","CALANOLIDE A","GMNN","","","active"
"CHEMBL228281","NORSTICTIC ACID","VDR","","","active"
"CHEMBL1399036","BUTACHLOR","AR","","","active"
"CHEMBL1256667","SB-205384","ATAD5","","","Active"
"CHEMBL363648","TAK-715","KDR","","","active"
"CHEMBL468640","BERKELEYAMIDE B","CASP1","18330993","","Active"
"CHEMBL1421","DASATINIB","PDGFRA","","","active"
"CHEMBL600747","GNF-PF-3350","BAZ2B","","","Active"
"CHEMBL532452","TCMDC-124495","RAD52","","","active"
"CHEMBL305380","BUPRANOLOL","ADRB2","2903243","","Active"
"CHEMBL386630","TESTOSTERONE","RORC","","","active"
"CHEMBL429023","ROTENONE","PPARG","","","active"
"CHEMBL1563","DAUNORUBICIN HYDROCHLORIDE","TSG101","","","active"
"CHEMBL964","DISULFIRAM","ALDH1A1","","","Active"
"CHEMBL172064","E324","VDR","","","active"
"CHEMBL1417019","MITOXANTRONE DIHYDROCHLORIDE","KDM4A","","","Active"
"CHEMBL463783","NSC-130813","POLK","","","active"
"CHEMBL77030","TYRPHOSTIN 47","POLK","","","active"
"CHEMBL1097235","AZOSEMIDE","NFE2L2","","","active"
"CHEMBL214321","CHRYSOERIOL","NFKB1, NFKB2, RELA","25190466","","Active"
"CHEMBL592124","SJ000044511","PTBP1","","","Active"
"CHEMBL1065","METHYSERGIDE","ALDH1A1","","","Active"
"CHEMBL188641","NCI-17383","CYP2C19","","","Active"
"CHEMBL405110","METHYLTHIONINIUM CHLORIDE","MAPT","","","Active"
"CHEMBL1466186","NSC-377852","SMAD3","","","active"
"CHEMBL93240","METITEPINE","GMNN","","","active"
"CHEMBL559876","2,6-DIDEHYDROPEPEROMIN B","CHUK","19559609","","Active"
"CHEMBL392149","TECADENOSON","SLC29A1","23388705","","Active"
"CHEMBL1185568","DITHIAZANINE","HTT","","","Active"
"CHEMBL515763","VU001171","GAA","","","Active"
"CHEMBL490355","SULFURETIN","ATAD5","","","Active"
"CHEMBL571700","BIS(DIMETHYLAMINETHIOCARBONYL)MONOSULFIDE","VDR","","","active"
"CHEMBL290106","BITHIONOL","VDR","","","active"
"CHEMBL1201212","MIDODRINE","CYP1A2","22931300","","Active"
"CHEMBL522892","DOVITINIB","CLK2","","","active"
"CHEMBL475251","TAMATINIB","ITK","","","active"
"CHEMBL451197","OXIDOPAMINE HYDROCHLORIDE","GLS","","","active"
"CHEMBL31574","FISETIN","APEX1","","","Active"
"CHEMBL245807","OXYPHENISATINE","AR","","","active"
"CHEMBL1109","SULFAPHENAZOLE","HSD17B10","","","Active"
"CHEMBL44657","ETOPOSIDE","TOP2A","25941559","","Active"
"CHEMBL428647","PACLITAXEL","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8","","","Active"
"CHEMBL367149","DOCONEXENT","RXRA","20695472","","Active"
"CHEMBL786","TAMOXIFEN CITRATE","KCNH2","","","active"
"CHEMBL1607","TOPOTECAN HYDROCHLORIDE","PLK1","","","active"
"CHEMBL379300","A-443654","IDH1","","","active"
"CHEMBL2094567","DNDI1417254","SNCA","","","active"
"CHEMBL1601846","NSC-107022","RECQL","","","Active"
"CHEMBL1332616","ERYTHROSINE","BAZ2B","","","Active"
"CHEMBL482967","CYC-116","AURKA","","","active"
"CHEMBL363648","TAK-715","IKBKB","","","active"
"CHEMBL50894","ALSTERPAULLONE","CDK9","","","active"
"CHEMBL932","DIPYRIDAMOLE","TSHR","","","Active"
"CHEMBL487186","TEBUCONAZOLE","CYP3A4","","","Active"
"CHEMBL151649","PHENETHYLISOTHIOCYANATE","TRPV1","26263397","","Active"
"CHEMBL296588","PEPSTATIN","RECQL","","","Active"
"CHEMBL1204337","NYLIDRIN HYDROCHLORIDE","KCNH2","","","active"
"CHEMBL602969","GNF-PF-5134","EHMT2","","","Active"
"CHEMBL1321401","BUTYL 4-ACETAMIDOBENZOATE","BMP2","22041064","","Active"
"CHEMBL1098875","8-FLUOROTRYPTANTHRIN","HSP90AA1","","","active"
"CHEMBL1454910","NITROXOLINE","BAZ2B","","","Active"
"CHEMBL522892","DOVITINIB","FGFR3","","","active"
"CHEMBL1256291","RO-410960","CYP2C9","","","Active"
"CHEMBL1256656","GR-127935","RAD54L","","","active"
"CHEMBL1256876","A-77636 HCL","KDM4E","","","Active"
"CHEMBL223360","LINIFANIB","HIPK4","","","active"
"CHEMBL1420370","DNDI1417719","CYP1A2","","","Active"
"CHEMBL1466186","NSC-377852","L3MBTL1","","","Active"
"CHEMBL629","AMITRIPTYLINE","DRD1","","","Active"
"CHEMBL225230","R-N-PROPYLNORAPOMORPHINE","ATXN2","","","active"
"CHEMBL515580","CHLOROTRIPHENYLSTANNANE","NFE2L2","","","active"
"CHEMBL1492","DIPHENYLPYRALINE","CYP2D6","","","Active"
"CHEMBL8747","REV-5901","RECQL","","","Active"
"CHEMBL441282","PROPYLPYRAZOLETRIOL","CYP2C19","","","Active"
"CHEMBL85826","10-METHOXYLRUTAECARPINE","NFKB1, NFKB2, RELA","","","Active"
"CHEMBL72","DESIPRAMINE","SLC6A2","17428804","","Active"
"CHEMBL515","CHLORAMBUCIL","BAZ2B","","","Active"
"CHEMBL1200833","DIPIVEFRIN HYDROCHLORIDE","ADRB2","","","active"
"CHEMBL1201119","LIOTHYRONINE SODIUM","BLM","","","Active"
"CHEMBL1373255","DNDI1417560","TARDBP","","","active"
"CHEMBL275707","RIMCAZOLE","TP53","","","Active"
"CHEMBL379975","681640","PRKX","","","active"
"CHEMBL831","LOXAPINE","DRD1","","","Active"
"CHEMBL1448","NICLOSAMIDE","CYP2D6","","","Active"
"CHEMBL485747","HYDROXYTYROSOL","KDM4A","","","Active"
"CHEMBL295337","PENT-1-ENE","AHR","","","active"
"CHEMBL461579","GNF-PF-254","GMNN","","","active"
"CHEMBL81","RALOXIFENE","IL6ST","24456369","","Active"
"CHEMBL1915540","PF-03893787","HRH4","21920751","","Active"
"CHEMBL753","PHENOXYBENZAMINE","ALDH1A1","","","Active"
"CHEMBL43185","PIPERINE","BRCA1","","","active"
"CHEMBL43128","PRIMAQUINE PHOSPHATE","USP1","","","active"
"CHEMBL42","CLOZAPINE","CBX1","","","Active"
"CHEMBL1554531","4-METHOXYDALBERGIONE","VDR","","","active"
"CHEMBL1287981","NSC-77833","APOBEC3F","","","active"
"CHEMBL1093490","NSC-1698","ENPP2","20349977","","Active"
"CHEMBL1330588","METHYLTHIOURACIL","AR","","","active"
"CHEMBL592124","SJ000044511","EHMT2","","","Active"
"CHEMBL274064","SB-220025","PRKACA","","","active"
"CHEMBL312163","RHAMNETIN","THRB","","","Active"
"CHEMBL252151","2-PYRIDYLKETONE BENZOYL HYDRAZONE","RAB9A","","","Active"
"CHEMBL1084546","PF-562271","YES1","","","active"
"CHEMBL1980715","LAUROGUADINE","AKT1","","","active"
"CHEMBL63354","AMENTOFLAVONE","POLH","","","active"
"CHEMBL290352","CEP-1347","RPS6KA6","24044867","","Active"
"CHEMBL591178","SJ000112730","IDH1","","","active"
"CHEMBL65717","MEPINDOLOL","ADRB2","2903243","","Active"
"CHEMBL1290347","RETUSIN 7-METHYL ETHER","SMN1, SMN2","","","Active"
"CHEMBL584860","GNF-PF-4668","CYP1A2","","","Active"
"CHEMBL1879463","DACTOLISIB","ALK","","","active"
"CHEMBL6246","ELLAGIC ACID","FEN1","","","active"
"CHEMBL267930","SPIPERONE","DRD1","","","Active"
"CHEMBL539027","FLUNARIZINE DIHYDROCHLORIDE","RCE1","","","active"
"CHEMBL578504","GNF-PF-1399","NFE2L2","","","Active"
"CHEMBL1967878","CENISERTIB","ITK","","","active"
"CHEMBL325041","BORTEZOMIB","PSMB5","23547757","","Active"
"CHEMBL572878","TOZASERTIB","BLK","","","active"
"CHEMBL391997","CAPSAZEPINE","CYP2C9","","","Active"
"CHEMBL1900921","DEMETON S","RXRA","","","active"
"CHEMBL588525","TCMDC-125785","NPC1","","","Active"
"CHEMBL509860","LY-2183240","ALDH1A1","","","Active"
"CHEMBL514409","HESPERADIN","STK4","19035792","inhibition","Active"
"CHEMBL219916","DOMPERIDONE","KCNH2","","","active"
"CHEMBL1256672","CV-1808","ATAD5","","","Active"
"CHEMBL546797","TCMDC-125758","FGFR1","","","active"
"CHEMBL602969","GNF-PF-5134","KDM4A","","","Active"
"CHEMBL1438439","IRIGENOL","POLK","","","active"
"CHEMBL285932","AM-251","CNR2","19435366","","Active"
"CHEMBL139935","NSC-92207","L3MBTL1","","","Active"
"CHEMBL341898","(R,S)-INDATRALINE","ATAD5","","","Active"
"CHEMBL1201049","ECONAZOLE NITRATE","KCNH2","","","active"
"CHEMBL1333386","TDR77585","GMNN","","","active"
"CHEMBL1489","AZACITIDINE","HTT","","","Active"
"CHEMBL592068","SJ000114740","EYA2","","","active"
"CHEMBL1436980","4,4'-DIMETHOXYDALBERGIONE","CYP3A4","","","Active"
"CHEMBL741","LAMOTRIGINE","AQP4","18572411","","Active"
"CHEMBL63857","PHENOLPHTHALEIN","PPARG","","","active"
"CHEMBL375270","GW9662","THPO","","","Active"
"CHEMBL1516890","GW441756X","FER","","","active"
"CHEMBL225230","R-N-PROPYLNORAPOMORPHINE","MAPT","","","Active"
"CHEMBL225519","PHA-767491","PRKCD","","","active"
"CHEMBL579919","TCMDC-124381","POLB","","","Active"
"CHEMBL53898","AG-555","MPHOSPH8","","","Active"
"CHEMBL565612","SOTRASTAURIN","PRKCI","","","active"
"CHEMBL514057","GERONTOXANTHONE H","SMAD3","","","active"
"CHEMBL185","FLUOROURACIL","TYMS","24450514","","Active"
"CHEMBL578741","GNF-PF-5510","POLB","","","Active"
"CHEMBL1117","IDARUBICIN","HTT","","","Active"
"CHEMBL592558","SJ000029259","PLK1","","","active"
"CHEMBL458328","5,8,11,14-EICOSATETRAYNOIC ACID","EHMT2","","","Active"
"CHEMBL151","LUTEOLIN","MAPT","","","Active"
"CHEMBL2449003","ENDO-ATROPINE","CHRM2","25051097","","Active"
"CHEMBL1546228","NSC-402083","ATXN2","","","active"
"CHEMBL2348411","HL010183","PRKAA2","23490148","","Active"
"CHEMBL182310","OCTADEC-17-YNOIC ACID","CYP1A2","","","Active"
"CHEMBL1208858","CALMIDAZOLIUM CHLORIDE","SUMO1","","","active"
"CHEMBL135","ESTRADIOL","ESR1","20334368","","Active"
"CHEMBL1604","CEPHRADINE","ABCC3","22166395","","Active"
"CHEMBL360055","GALLAMINE","EHMT2","","","Active"
"CHEMBL471225","NSC-117079","HSD17B10","","","Active"
"CHEMBL191334","NUTLIN-3","TP53","26288684","","Active"
"CHEMBL525106","TCMDC-125140","IDH1","","","active"
"CHEMBL140979","JTC-801","SMAD3","","","active"
"CHEMBL1356607","NORADRENALINE","KDM4E","","","Active"
"CHEMBL311498","CIANIDANOL","F2","","","Active"
"CHEMBL489","AFIMOXIFENE","NPSR1","","","Active"
"CHEMBL222519","NBQX","APEX1","","","active"
"CHEMBL184450","3,3',5,5'-TETRABROMOBISPHENOL A","PPARG","","","active"
"CHEMBL51483","GOSSYPOL","KAT2A","","","Active"
"CHEMBL116438","CURCUMIN","EGFR","25753330","","Active"
"CHEMBL1727","CEPHALEXIN","ABCC2","22166395","","Active"
"CHEMBL2094456","DNDI1417111","MAPT","","","Active"
"CHEMBL1441574","BENZO(K)FLUORANTHENE","HSPB1","","","active"
"CHEMBL565612","SOTRASTAURIN","FER","","","active"
"CHEMBL225519","PHA-767491","GSK3B","","","active"
"CHEMBL46516","FLUSPIRILENE","SMAD3","","","active"
"CHEMBL783","NATEGLINIDE","CYP2C19","22931300","","Active"
"CHEMBL253998","GLABRANIN","CYP2C9","","","Active"
"CHEMBL1085","ACETOPHENAZINE","AR","17606915","","Active"
"CHEMBL584442","GNF-PF-4659","APOBEC3F","","","active"
"CHEMBL85139","RUTAECARPINE","SMN1, SMN2","","","Active"
"CHEMBL1407826","DAZOMET","AR","","","active"
"CHEMBL1708","PAROXETINE HYDROCHLORIDE","CYP3A4","","","Active"
"CHEMBL16312","4'-METHOXYFLAVONE","NPC1","","","Active"
"CHEMBL509032","TAE-684","ERBB2","","","active"
"CHEMBL125044","GNF-PF-2812","AGTR1","","","Active"
"CHEMBL2106650","MOSAPRAMINE","PPARD","","","active"
"CHEMBL1201319","METARAMINOL","CYP2D6","22931300","","Active"
"CHEMBL1927670","8-{[(4-BROMOPHENYL)METHYL]SULFANYL}CAFFEINE","MAOB","22055712","","Active"
"CHEMBL509032","TAE-684","DAPK3","","","active"
"CHEMBL590670","SJ000168197","CYP3A4","","","Active"
"CHEMBL1201119","LIOTHYRONINE SODIUM","HPGD","","","Active"
"CHEMBL1408276","NSC-353720","CBX1","","","active"
"CHEMBL578504","GNF-PF-1399","STAT3","","","Active"
"CHEMBL41286","DIACEREIN","HSP90AA1, HSP90AB1","","","Active"
"CHEMBL210208","PYROGALLOL RED","POLI","","","active"
"CHEMBL1200907","TRILOSTANE","NFE2L2","","","active"
"CHEMBL582507","GNF-PF-3149","NPC1","","","Active"
"CHEMBL1256708","APOMORPHINE HYDROCHLORIDE HEMIHYDRATE","CBX1","","","active"
"CHEMBL1488393","5,7-DIHYDROXYISOFLAVONE","ALOX15","","","Active"
"CHEMBL30008","FLUNARIZINE","GMNN","","","active"
"CHEMBL1462710","DNDI1417024","RAB9A","","","Active"
"CHEMBL1333189","PROPAZINE","TDP1","","","Active"
"CHEMBL1478","LITHOCHOLIC ACID","KAT2A","","","Active"
"CHEMBL81379","RETINAL","AR","","","active"
"CHEMBL602135","SJ000201681","KDM4A","","","Active"
"CHEMBL242580","CICLOPIROX OLAMINE","KDM4E","","","Active"
"CHEMBL50894","ALSTERPAULLONE","ABL1","","","active"
"CHEMBL599098","GNF-PF-3641","HSP90AA1","","","active"
"CHEMBL44657","ETOPOSIDE","TOP2A","21435753","","Active"
"CHEMBL46917","CARBARIL","AHR","","","active"
"CHEMBL9514","NOCODAZOLE","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8","23313639","","Active"
"CHEMBL585502","GNF-PF-4459","ATXN2","","","active"
"CHEMBL567","PERPHENAZINE","CBX1","","","Active"
"CHEMBL1200848","HYDROXYPROGESTERONE CAPROATE","NPSR1","","","Active"
"CHEMBL231884","DIOSMIN","KDM4A","","","Active"
"CHEMBL230686","TG-100435","SRC","17113292","","Active"
"CHEMBL151797","QUINOXALINE-2-CARBOXYLIC ACID","ALOX15","","","Active"
"CHEMBL78010","PECTOLINARIGENIN","ATAD5","","","Active"
"CHEMBL1224512","HISPIDIN","EHMT2","","","Active"
"CHEMBL121915","(S)-5-IODOWILLARDIINE","EHMT2","","","Active"
"CHEMBL274064","SB-220025","RET","","","active"
"CHEMBL1275868","AZELNIDIPINE","AR","","","active"
"CHEMBL486817","HARMOL","CYP2D6","","","Active"
"CHEMBL490355","SULFURETIN","RACGAP1","","","active"
"CHEMBL588038","TCMDC-124176","KDM4A","","","Active"
"CHEMBL7917","TYRPHOSTIN AG-1478","MAPK1","","","Active"
"CHEMBL242385","5,7,2'-TRIHYDROXYFLAVONE","CYP2C19","","","Active"
"CHEMBL81","RALOXIFENE","IL6R, IL6ST","24456369","","Active"
"CHEMBL1327821","ENPIROLINE","SMAD3","","","active"
"CHEMBL1967878","CENISERTIB","PKN2","","","active"
"CHEMBL150372","3-HYDROXYCOUMARIN","DAO","23391306","","Active"
"CHEMBL2095095","DNDI1417941","EHMT2","","","Active"
"CHEMBL191003","JNJ-7706621","TAOK1","","","active"
"CHEMBL531709","TCMDC-125195","ATAD5","","","Active"
"CHEMBL591618","SJ000089001","TP53","","","Active"
"CHEMBL1086446","TOLUENE DIISOCYANATE","CYP3A4","","","Active"
"CHEMBL7724","AG1295","ATAD5","","","Active"
"CHEMBL1201016","CEFPODOXIME PROXETIL","AR","","","active"
"CHEMBL1701915","NSC-699479","PLK1","","","active"
"CHEMBL1015","EVANS BLUE","USP1","","","active"
"CHEMBL280998","CATECHOL","POLB","","","Active"
"CHEMBL528791","TCMDC-125142","SMAD3","","","active"
"CHEMBL602759","GNF-PF-4864","FEN1","","","active"
"CHEMBL38","TRETINOIN","KAT2A","","","Active"
"CHEMBL524930","TCMDC-124620","KCNH2","","","Active"
"CHEMBL68534","AG-808","POLB","","","Active"
"CHEMBL1230122","R-1487","MAP4K4","","","active"
"CHEMBL463781","TRIFLUMIZOLE","NFE2L2","","","active"
"CHEMBL295698","KETOCONAZOLE","CYP2C19","","","Active"
"CHEMBL1148","TORSEMIDE","CYP1A2","22931300","","Active"
"CHEMBL504760","CAMPHOR","ALDH1A1","","","Active"
"CHEMBL68131","SB-204070","CYP2D6","","","Active"
"CHEMBL30816","DICHLOROISOPROTERENOL","ADRB1","2903243","","Active"
"CHEMBL223360","LINIFANIB","PLK4","","","active"
"CHEMBL1223","PENICILLIN G POTASSIUM","FPR1","","","active"
"CHEMBL1333653","OBTUSAQUINONE","VDR","","","active"
"CHEMBL1642672","5-(2-PHENYLETHYL)ISATIN","MAOA","21134756","","Active"
"CHEMBL482050","ALPHA,BETA-DEHYDROCURVULARIN","MITF","","","Active"
"CHEMBL468583","2-BROMOETHANOL","NFE2L2","","","active"
"CHEMBL307145","PYROGALLOL","NFE2L2","","","active"
"CHEMBL572878","TOZASERTIB","RET","19035792","inhibition","Active"
"CHEMBL34259","METHOTREXATE","TP53","","","active"
"CHEMBL1493","FLAVOXATE","CYP2D6","","","Active"
"CHEMBL24828","VANDETANIB","FLT1","","","active"
"CHEMBL449063","KRM-189","GSK3B","19081248","","Active"
"CHEMBL1908391","MASITINIB","YES1","","","active"
"CHEMBL103","PROGESTERONE","ALDH1A1","","","Active"
"CHEMBL606","MISOPROSTOL","NPSR1","","","Active"
"CHEMBL862","GUANFACINE","CYP2C19","","","Active"
"CHEMBL180127","SALUBRINAL","EHMT2","","","Active"
"CHEMBL7568","QUINACRINE","DRD1","","","Active"
"CHEMBL591126","SJ000029642","HSP90AA1","","","active"
"CHEMBL496","HEXACHLOROPHENE","IDH1","","","active"
"CHEMBL1983268","ENTRECTINIB","NTRK3","","","active"
"CHEMBL1201217","DYCLONINE","CYP1A2","","","Active"
"CHEMBL31088","DEOXIEPINEPHRINE","DRD1","","","active"
"CHEMBL1256911","CGP-74514A","MPHOSPH8","","","Active"
"CHEMBL548458","TCMDC-123851","NTSR1","","","Active"
"CHEMBL119385","VX-745","ROS1","","","active"
"CHEMBL1586","BECLOMETHASONE","CYP2C9","22931300","","Active"
"CHEMBL469424","ASTERRIC ACID","MCL1","","","Active"
"CHEMBL524981","NEOCYCLOCITRINOL C","GPR12","18656987","","Active"
"CHEMBL602561","GNF-PF-992","SENP8","","","Active"
"CHEMBL351769","ARSANILIC ACID","ESR1","","","active"
"CHEMBL487187","THIOPHANATE METHYL","ALDH1A1","","","Active"
"CHEMBL408917","EOSIN","SETD7","18348515","","Active"
"CHEMBL899","LANSOPRAZOLE SULFIDE","CYP2C19","","","Active"
"CHEMBL1326499","SR-59230A","TSHR","","","Active"
"CHEMBL126077","INDIRUBIN-3-MONOXIME","CYP1A2","","","Active"
"CHEMBL448399","HYDROXYTOLUIC ACID","HSD17B10","","","Active"
"CHEMBL541388","FASUDIL HYDROCHLORIDE","HTT","","","Active"
"CHEMBL1498652","DNDI1417080","BAZ2B","","","Active"
"CHEMBL601140","GNF-PF-186","TP53","","","Active"
"CHEMBL278519","CLORINDIONE","EHMT2","","","Active"
"CHEMBL1526229","ANABASINE","CYP2C19","","","Active"
"CHEMBL1116","RALOXIFENE HYDROCHLORIDE","GBA","","","Active"
"CHEMBL453797","1-PHYTEN-3-OL","RORC","","","active"
"CHEMBL129795","ISOLIQUIRITIGENIN","JUN","21866899","","Active"
"CHEMBL939","GEFITINIB","LIMK1","","","active"
"CHEMBL259223","MENATETRENONE","NR1I2","21561094","","Active"
"CHEMBL68534","AG-808","CBX1","","","Active"
"CHEMBL121","ROSIGLITAZONE","HSD17B10","","","Active"
"CHEMBL17205","CYCLOVALONE","IDH1","","","active"
"CHEMBL565893","1-(4-HYDROXYPHENYL)MALEIMIDE","PLK1","","","active"
"CHEMBL2171794","4-HYDROXYEVODIAMINE","TOP2A","22867019","","Active"
"CHEMBL223228","EFAVIRENZ","AR","","","active"
"CHEMBL477936","NSC-74859","SIRT5","","","active"
"CHEMBL12131","CLOSANTEL","THRB","","","Active"
"CHEMBL413","SIROLIMUS","AR","","","active"
"CHEMBL155625","INDOLE-3-CARBINOL","NFE2L2","","","active"
"CHEMBL265502","SURAMIN","SIRT5","25818461","","Active"
"CHEMBL6437","MIANSERIN","HSPA5","","","active"
"CHEMBL55814","ATHRAQUINONES A","CBX1","","","active"
"CHEMBL1200474","DEMECLOCYCLINE HYDROCHLORIDE","POLB","","","Active"
"CHEMBL409225","SB-0304","OPRM1","21978284","","Active"
"CHEMBL1256871","SOBUZOXANE","EHMT2","","","Active"
"CHEMBL51483","GOSSYPOL","CASP1","","","Active"
"CHEMBL1910971","O-CL-AMIDINE","PADI1","21882827","","Active"
"CHEMBL56367","NIMESULIDE","CYP2C9","22931300","","Active"
"CHEMBL449081","AGROCLAVINE","MAPT","","","Active"
"CHEMBL139","DICLOFENAC","CYP1A2","22931300","","Active"
"CHEMBL71191","AG-1296","SMN1, SMN2","","","Active"
"CHEMBL18840","5-CARBOXAMIDOTRYPTAMINE","CYP1A2","","","Active"
"CHEMBL1173055","RUCAPARIB","DYRK1A","","","active"
"CHEMBL510801","HEMOPRESSIN","CNR1","18077343","","Active"
"CHEMBL1523964","EPHEDRINE SULFATE","HPGD","","","Active"
"CHEMBL601543","GNF-PF-1947","HNF4A","","","active"
"CHEMBL285819","2-CHLOROADENOSINE","MAPK1","","","Active"
"CHEMBL72365","GW7074","ALOX15","","","Active"
"CHEMBL15594","ARACHIDONIC ACID","HSD17B10","","","Active"
"CHEMBL462576","KEPONE","NR3C1","","","active"
"CHEMBL514162","GW852849X","YES1","","","active"
"CHEMBL7301","FENRETINIDE","TP53","","","Active"
"CHEMBL222519","NBQX","MAPT","","","Active"
"CHEMBL1697785","BETAMETHASONE BUTYRATE PROPIONATE","AR","","","active"
"CHEMBL1243178","LACTOFEN","PPARA","","","active"
