ensembl_id	ensembl_gene_symbol	ensembl_gene_biotype
ENSG00000243716	RP11-368J21.2	PROTEIN_CODING
ENSG00000243927	MRPS6	PROTEIN_CODING
ENSG00000185189	NRBP2	PROTEIN_CODING
ENSG00000225228	MCCD1	PROTEIN_CODING
ENSG00000254747	RP11-664H7.1	PSEUDOGENE
ENSG00000203321	RP11-197P3.4	LINCRNA
ENSG00000234988	AC068538.4	LINCRNA
ENSG00000261609	MIR4720	LINCRNA
ENSG00000092010	PSME1	PROTEIN_CODING
ENSG00000179407	DNAJB8	PROTEIN_CODING
ENSG00000260463	MAPK15	PROTEIN_CODING
ENSG00000231050	RP1-140A9.1	ANTISENSE
ENSG00000185585	OLFML2A	PROTEIN_CODING
ENSG00000231300	EZH2P1	PSEUDOGENE
ENSG00000256115	RP11-319E16.1	LINCRNA
ENSG00000254957	RP11-179A10.2	PSEUDOGENE
ENSG00000233002	AC005324.6	ANTISENSE
ENSG00000186998	EMID1	PROTEIN_CODING
ENSG00000221377	AC073255.1	MIRNA
ENSG00000111271	ACAD10	PROTEIN_CODING
ENSG00000006555	TTC22	PROTEIN_CODING
ENSG00000204595	DPRX	PROTEIN_CODING
ENSG00000224076	AC009487.4	ANTISENSE
ENSG00000225944	RIOK3P1	PSEUDOGENE
ENSG00000205745	AC083864.4	PROTEIN_CODING
ENSG00000258629	CTD-2014B16.1	PSEUDOGENE
ENSG00000254730	RP11-801G16.2	PSEUDOGENE
ENSG00000240959	ST13P14	PSEUDOGENE
ENSG00000257097	RP11-450K4.1	LINCRNA
ENSG00000256913	RP1-102E24.6	PSEUDOGENE
ENSG00000248757	CTD-2193G5.1	LINCRNA
ENSG00000100815	TRIP11	PROTEIN_CODING
ENSG00000262889	TAS2R46	PROTEIN_CODING
ENSG00000167525	PROCA1	PROTEIN_CODING
ENSG00000258315	C17ORF49	PROTEIN_CODING
ENSG00000258077	RP11-114H23.1	PROCESSED_TRANSCRIPT
ENSG00000233328	PFN1P1	PSEUDOGENE
ENSG00000180019	AC079741.2	PSEUDOGENE
ENSG00000223720	RP5-1024N4.2	LINCRNA
ENSG00000264786	CU041368.1	MIRNA
ENSG00000237099	GYG1P2	PSEUDOGENE
ENSG00000201758	7SK	MISC_RNA
ENSG00000257910	RP11-461F16.3	PROCESSED_TRANSCRIPT
ENSG00000238677	RN5S58	RRNA
ENSG00000134909	ARHGAP32	PROTEIN_CODING
ENSG00000221559	AL357519.1	MIRNA
ENSG00000230214	FTLP18	PSEUDOGENE
ENSG00000239731	METAZOA_SRP	MISC_RNA
ENSG00000248734	CTD-2260A17.1	ANTISENSE
ENSG00000223709	TRIM64EP	PSEUDOGENE
ENSG00000230516	RP11-555J4.3	LINCRNA
ENSG00000123977	WDR69	PROTEIN_CODING
ENSG00000223473	GS1-124K5.3	LINCRNA
ENSG00000224766	DASS-36P22.4	PROCESSED_TRANSCRIPT
ENSG00000171456	ASXL1	PROTEIN_CODING
ENSG00000233944	LINC00265-3P	PSEUDOGENE
ENSG00000120254	MTHFD1L	PROTEIN_CODING
ENSG00000233711	EIF4EBP2P	PSEUDOGENE
ENSG00000141338	ABCA8	PROTEIN_CODING
ENSG00000244730	RP13-1056D16.2	PSEUDOGENE
ENSG00000214076	CPSF1P1	PSEUDOGENE
ENSG00000008300	CELSR3	PROTEIN_CODING
ENSG00000226706	RP11-426A6.5	ANTISENSE
ENSG00000258411	RP11-804M7.2	PSEUDOGENE
ENSG00000254652	RP11-678P16.1	3PRIME_OVERLAPPING_NCRNA
ENSG00000207751	MIR130B	MIRNA
ENSG00000224707	E2F3-IT1	SENSE_INTRONIC
ENSG00000228182	MTND2P25	PSEUDOGENE
ENSG00000254320	RP11-593P24.4	PSEUDOGENE
ENSG00000262120	RP11-510M2.7	PSEUDOGENE
ENSG00000262334	RPH3AL	PROTEIN_CODING
ENSG00000201452	U6	SNRNA
ENSG00000248434	RP11-553P9.2	LINCRNA
ENSG00000234074	HLA-J	PSEUDOGENE
ENSG00000184845	DRD1	PROTEIN_CODING
ENSG00000224728	AC090945.1	PSEUDOGENE
ENSG00000230728	RP11-240D10.4	PROCESSED_TRANSCRIPT
ENSG00000235604	SPANXB1	PROTEIN_CODING
ENSG00000262560	RP11-296A16.1	PROTEIN_CODING
ENSG00000200665	U6	SNRNA
ENSG00000252713	U6	SNRNA
ENSG00000229446	RP11-45O22.1	PSEUDOGENE
ENSG00000250762	RP1-313L4.4	PSEUDOGENE
ENSG00000200526	RNY4P14	MISC_RNA
ENSG00000048471	SNX29	PROTEIN_CODING
ENSG00000239154	SNOU13	SNORNA
ENSG00000202193	RN5S427	RRNA
ENSG00000169763	PRYP3	PROTEIN_CODING
ENSG00000147684	NDUFB9	PROTEIN_CODING
ENSG00000262678	RP5-1050D4.4	ANTISENSE
ENSG00000256280	RP11-466C23.5	PSEUDOGENE
ENSG00000063169	GLTSCR1	PROTEIN_CODING
ENSG00000060237	WNK1	PROTEIN_CODING
ENSG00000201943	SNORD115-10	SNORNA
ENSG00000241764	AC002467.7	PROCESSED_TRANSCRIPT
ENSG00000244357	METAZOA_SRP	MISC_RNA
ENSG00000220105	RP11-307I14.2	PSEUDOGENE
ENSG00000225537	AC073325.1	LINCRNA
ENSG00000259401	RP11-566K19.8	PSEUDOGENE
ENSG00000265696	AP003064.2	MIRNA
ENSG00000242014	METAZOA_SRP	MISC_RNA
ENSG00000204261	XXBAC-BPG246D15.8	PROCESSED_TRANSCRIPT
ENSG00000251668	RP11-466P24.5	PSEUDOGENE
ENSG00000213903	LTB4R	PROTEIN_CODING
ENSG00000257401	AL662825.1	PROTEIN_CODING
ENSG00000064687	ABCA7	PROTEIN_CODING
ENSG00000215397	SCRT2	PROTEIN_CODING
ENSG00000247596	TWF2	PROTEIN_CODING
ENSG00000236455	AC005154.5	ANTISENSE
ENSG00000262995	CTD-2194A8.2	PROCESSED_TRANSCRIPT
ENSG00000265568	AC091043.1	MIRNA
ENSG00000254703	RP11-744N12.2	ANTISENSE
ENSG00000248510	RP11-145G20.1	LINCRNA
ENSG00000237578	RP11-174M13.1	PSEUDOGENE
ENSG00000125434	SLC25A35	PROTEIN_CODING
ENSG00000266031	MIR3666	MIRNA
ENSG00000259489	RP11-63A23.1	PSEUDOGENE
ENSG00000201196	Y_RNA	MISC_RNA
ENSG00000244621	RP11-668G8.1	PSEUDOGENE
ENSG00000258091	RP11-290L1.6	PSEUDOGENE
ENSG00000262824	RP11-483E23.7	PSEUDOGENE
ENSG00000239320	AC005205.4	PSEUDOGENE
ENSG00000263539	AC024475.1	MIRNA
ENSG00000197712	FAM114A1	PROTEIN_CODING
ENSG00000231363	RP11-148B18.1	LINCRNA
ENSG00000259856	RAB43P1	PSEUDOGENE
ENSG00000257530	RP11-843B15.2	ANTISENSE
ENSG00000172113	NME6	PROTEIN_CODING
ENSG00000224947	VN1R25P	PSEUDOGENE
ENSG00000215480	OR7E37P	PSEUDOGENE
ENSG00000239107	CR392039.1	MIRNA
ENSG00000234331	XXBAC-BPG254F23.7	PROCESSED_TRANSCRIPT
ENSG00000231585	AC034228.2	ANTISENSE
ENSG00000229107	FAM108A5P	PSEUDOGENE
ENSG00000224964	AC007742.8	PSEUDOGENE
ENSG00000240474	METAZOA_SRP	MISC_RNA
ENSG00000237632	S100A11P1	PSEUDOGENE
ENSG00000262666	FAM189B	PROTEIN_CODING
ENSG00000207607	MIR200A	MIRNA
ENSG00000114626	ABTB1	PROTEIN_CODING
ENSG00000070444	MNT	PROTEIN_CODING
ENSG00000226620	LINC00343	LINCRNA
ENSG00000018189	RUFY3	PROTEIN_CODING
ENSG00000213118	CHCHD2P4	PSEUDOGENE
ENSG00000243900	METAZOA_SRP	MISC_RNA
ENSG00000174450	GOLGA6L2	PROTEIN_CODING
ENSG00000264249	MIR3912	MIRNA
ENSG00000099290	FAM21A	PROTEIN_CODING
ENSG00000262997	AC012314.2	PSEUDOGENE
ENSG00000228957	RP11-23J9.3	PSEUDOGENE
ENSG00000250322	CTB-51E13.1	PSEUDOGENE
ENSG00000256329	SCARNA10	SENSE_INTRONIC
ENSG00000147100	SLC16A2	PROTEIN_CODING
ENSG00000200141	Y_RNA	MISC_RNA
ENSG00000207497	Y_RNA	MISC_RNA
ENSG00000253809	RP1-149L1.1	ANTISENSE
ENSG00000260646	LA16C-385E7.1	LINCRNA
ENSG00000146021	KLHL3	PROTEIN_CODING
ENSG00000126524	SBDS	PROTEIN_CODING
ENSG00000122952	ZWINT	PROTEIN_CODING
ENSG00000264393	Y_RNA	MISC_RNA
ENSG00000258271	RP11-356O22.4	PSEUDOGENE
ENSG00000260077	RP11-254F7.2	LINCRNA
ENSG00000168907	PLA2G4F	PROTEIN_CODING
ENSG00000206812	RNU6-38	SNRNA
ENSG00000228815	MARK2P13	PSEUDOGENE
ENSG00000251402	FAM90A25P	PSEUDOGENE
ENSG00000259887	RP11-923I11.5	LINCRNA
ENSG00000234810	RP11-466L17.1	LINCRNA
ENSG00000197165	SULT1A2	PROTEIN_CODING
ENSG00000224538	MCCD1P1	PSEUDOGENE
ENSG00000227633	RBMY2YP	PSEUDOGENE
ENSG00000180957	PITPNB	PROTEIN_CODING
ENSG00000264530	METAZOA_SRP	MISC_RNA
ENSG00000258640	RPL21P5	PSEUDOGENE
ENSG00000179709	NLRP8	PROTEIN_CODING
ENSG00000230234	RP1-276N6.2	LINCRNA
ENSG00000250500	RP11-119H12.3	PSEUDOGENE
ENSG00000215124	RP3-420J14.1	PSEUDOGENE
ENSG00000100167	SEPT3	PROTEIN_CODING
ENSG00000201151	SNORD56	SNORNA
ENSG00000263255	ZNF486	PROTEIN_CODING
ENSG00000141012	GALNS	PROTEIN_CODING
ENSG00000147144	CCDC120	PROTEIN_CODING
ENSG00000205847	AC007040.10	PSEUDOGENE
ENSG00000260183	RP11-109P11.1	ANTISENSE
ENSG00000172073	C2ORF51	PROTEIN_CODING
ENSG00000163864	NMNAT3	PROTEIN_CODING
ENSG00000240478	RP11-416O18.2	LINCRNA
ENSG00000263667	RP3-416J7.4	LINCRNA
ENSG00000264735	RP11-498C9.17	NON_CODING
ENSG00000264790	RP11-26N15.2	LINCRNA
ENSG00000128973	CLN6	PROTEIN_CODING
ENSG00000116990	MYCL1	PROTEIN_CODING
ENSG00000234244	RP11-139J15.5	LINCRNA
ENSG00000254266	RP11-594N15.2	LINCRNA
ENSG00000243835	METAZOA_SRP	MISC_RNA
ENSG00000203477	AC061975.3	PSEUDOGENE
ENSG00000225984	HMGB1P26	PSEUDOGENE
ENSG00000260123	RP11-326A19.4	LINCRNA
ENSG00000226469	AC003029.4	PSEUDOGENE
ENSG00000121680	PEX16	PROTEIN_CODING
ENSG00000266638	MIR3676	MIRNA
ENSG00000255513	AC005363.9	PSEUDOGENE
ENSG00000239275	RP4-675G8.2	PSEUDOGENE
ENSG00000226535	RP11-417L14.1	PSEUDOGENE
ENSG00000105398	SULT2A1	PROTEIN_CODING
ENSG00000225746	AL132709.5	LINCRNA
ENSG00000261744	RP11-21B21.4	ANTISENSE
ENSG00000264700	METAZOA_SRP	MISC_RNA
ENSG00000254776	AC084121.17	PSEUDOGENE
ENSG00000234954	MAS1L	PROTEIN_CODING
ENSG00000225063	RP11-383G10.5	ANTISENSE
ENSG00000140022	STON2	PROTEIN_CODING
ENSG00000260789	GPSM1	PROTEIN_CODING
ENSG00000242559	METAZOA_SRP	MISC_RNA
ENSG00000263615	MIR4306	MIRNA
ENSG00000260108	RP11-140H17.1	3PRIME_OVERLAPPING_NCRNA
ENSG00000108239	TBC1D12	PROTEIN_CODING
ENSG00000232358	RP5-955M13.4	ANTISENSE
ENSG00000243426	METAZOA_SRP	MISC_RNA
ENSG00000224645	RP11-126K1.8	ANTISENSE
ENSG00000230499	AC108463.1	LINCRNA
ENSG00000257853	CTD-2311B13.3	PSEUDOGENE
ENSG00000224569	RP11-341G5.2	PSEUDOGENE
ENSG00000090470	PDCD7	PROTEIN_CODING
ENSG00000258679	RP11-74M13.4	PSEUDOGENE
ENSG00000171119	NRTN	PROTEIN_CODING
ENSG00000237098	HLA-T	PSEUDOGENE
ENSG00000262519	RP11-141J13.4	PSEUDOGENE
ENSG00000175426	PCSK1	PROTEIN_CODING
ENSG00000111664	GNB3	PROTEIN_CODING
ENSG00000252037	U6	SNRNA
ENSG00000237035	AC109589.1	LINCRNA
ENSG00000179743	RP11-169K16.9	LINCRNA
ENSG00000265730	AC090349.1	MIRNA
ENSG00000092094	OSGEP	PROTEIN_CODING
ENSG00000266478	MIR5197	MIRNA
ENSG00000152315	KCNK13	PROTEIN_CODING
ENSG00000215263	AC025750.7	PSEUDOGENE
ENSG00000261292	RP11-389G6.3	SENSE_OVERLAPPING
ENSG00000175895	PLEKHF2	PROTEIN_CODING
ENSG00000140057	AK7	PROTEIN_CODING
ENSG00000214125	RP3-412A9.15	PSEUDOGENE
ENSG00000078043	PIAS2	PROTEIN_CODING
ENSG00000263328	OR8K1	PROTEIN_CODING
ENSG00000131149	KIAA0182	PROTEIN_CODING
ENSG00000148218	ALAD	PROTEIN_CODING
ENSG00000213711	PHBP7	PSEUDOGENE
ENSG00000256553	TRAV1-2	TR_V_GENE
ENSG00000257976	RP11-388G3.1	PSEUDOGENE
ENSG00000212379	U6	SNRNA
ENSG00000238845	Y_RNA	MISC_RNA
ENSG00000212174	Y_RNA	MISC_RNA
ENSG00000227498	AC018359.3	LINCRNA
ENSG00000203547	AL135901.1	PSEUDOGENE
ENSG00000068438	FTSJ1	PROTEIN_CODING
ENSG00000232878	DPYD-AS1	ANTISENSE
ENSG00000258498	DIO3OS	LINCRNA
ENSG00000266747	Y_RNA	MISC_RNA
ENSG00000259096	RP11-804L24.1	PSEUDOGENE
ENSG00000227776	AKR1D1P1	PSEUDOGENE
ENSG00000264012	RP11-627G18.2	ANTISENSE
ENSG00000197813	AC011450.1	PROTEIN_CODING
ENSG00000116288	PARK7	PROTEIN_CODING
ENSG00000262194	CTD-3195I5.5	LINCRNA
ENSG00000255757	RP11-749H20.3	PSEUDOGENE
ENSG00000145835	CDKN2AIPNLP2	PSEUDOGENE
ENSG00000224920	RP11-175J10.1	PSEUDOGENE
ENSG00000206915	U6	SNRNA
ENSG00000092978	GPATCH2	PROTEIN_CODING
ENSG00000265985	AC005686.1	MIRNA
ENSG00000253501	IGKV3D-34	IG_V_PSEUDOGENE
ENSG00000109072	SEBOX	PROTEIN_CODING
ENSG00000221036	MIR1193	MIRNA
ENSG00000199094	MIR30C2	MIRNA
ENSG00000226563	HCG4P6	PSEUDOGENE
ENSG00000249907	RP11-384K6.1	PSEUDOGENE
ENSG00000265038	PMM2P1	PSEUDOGENE
ENSG00000231135	MDC1	PROTEIN_CODING
ENSG00000266392	MIR4740	MIRNA
ENSG00000205653	RP3-416J7.5	LINCRNA
ENSG00000261985	AC012314.19	PSEUDOGENE
ENSG00000164591	MYOZ3	PROTEIN_CODING
ENSG00000265764	AL662890.12	MIRNA
ENSG00000233128	AC007317.1	LINCRNA
ENSG00000187758	ADH1A	PROTEIN_CODING
ENSG00000060709	RIMBP2	PROTEIN_CODING
ENSG00000258784	RP11-813I20.2	PROCESSED_TRANSCRIPT
ENSG00000250363	KRT18P21	PSEUDOGENE
ENSG00000242596	CTD-2173L22.3	PSEUDOGENE
ENSG00000225708	RP13-379L11.1	LINCRNA
ENSG00000120075	HOXB5	PROTEIN_CODING
ENSG00000224382	RP11-34C15.1	LINCRNA
ENSG00000262340	RP11-856F16.2	ANTISENSE
ENSG00000257573	RP11-496I2.5	PSEUDOGENE
ENSG00000249667	RP11-213G21.1	LINCRNA
ENSG00000020922	MRE11A	PROTEIN_CODING
ENSG00000131355	EMR3	PROTEIN_CODING
ENSG00000266810	MICG	PSEUDOGENE
ENSG00000237569	TUBAP	PSEUDOGENE
ENSG00000258223	PRSS58	PROTEIN_CODING
ENSG00000155719	OTOA	PROTEIN_CODING
ENSG00000129667	RHBDF2	PROTEIN_CODING
ENSG00000260507	RP11-356C4.3	LINCRNA
ENSG00000201279	Y_RNA	MISC_RNA
ENSG00000226882	GNL1	PROTEIN_CODING
ENSG00000254584	RP1-17K7.2	ANTISENSE
ENSG00000265404	AC099796.1	MIRNA
ENSG00000164674	SYTL3	PROTEIN_CODING
ENSG00000140044	JDP2	PROTEIN_CODING
ENSG00000131831	RAI2	PROTEIN_CODING
ENSG00000262898	AC139099.4	LINCRNA
ENSG00000119283	TRIM67	PROTEIN_CODING
ENSG00000148840	PPRC1	PROTEIN_CODING
ENSG00000223235	AP003498.2	MIRNA
ENSG00000217495	RP1-95L4.2	PSEUDOGENE
ENSG00000238669	U6	SNRNA
ENSG00000239501	RP11-101P17.6	PROCESSED_TRANSCRIPT
ENSG00000228504	RP4-586O15.1	LINCRNA
ENSG00000261520	RP11-138C24.1	ANTISENSE
ENSG00000199574	SNORD18C	SNORNA
ENSG00000189299	FOXR2	PROTEIN_CODING
ENSG00000137094	DNAJB5	PROTEIN_CODING
ENSG00000259974	LINC00261	LINCRNA
ENSG00000264770	MIR3135B	MIRNA
ENSG00000160783	PMF1	PROTEIN_CODING
ENSG00000226343	HLA-DQB3	PSEUDOGENE
ENSG00000165895	ARHGAP42	PROTEIN_CODING
ENSG00000252743	U6	SNRNA
ENSG00000172824	CES4A	PROTEIN_CODING
ENSG00000096401	CDC5L	PROTEIN_CODING
ENSG00000212489	U6	SNRNA
ENSG00000232827	RP11-211N8.7	PROCESSED_TRANSCRIPT
ENSG00000212368	U6	SNRNA
ENSG00000111237	VPS29	PROTEIN_CODING
ENSG00000106484	MEST	PROTEIN_CODING
ENSG00000248120	RP11-301A5.2	PSEUDOGENE
ENSG00000226508	AC104655.3	LINCRNA
ENSG00000206906	U6	SNRNA
ENSG00000207969	MIR507	MIRNA
ENSG00000174015	SPERT	PROTEIN_CODING
ENSG00000223565	RP11-344L13.1	PSEUDOGENE
ENSG00000200790	U6	SNRNA
ENSG00000233240	HLA-DRB7	PSEUDOGENE
ENSG00000254895	RP11-37O16.7	PSEUDOGENE
ENSG00000259221	CTD-2050N2.1	ANTISENSE
ENSG00000218839	FAM138C	PROTEIN_CODING
ENSG00000176230	OR4K17	PROTEIN_CODING
ENSG00000130529	TRPM4	PROTEIN_CODING
ENSG00000228566	RP11-170M17.1	LINCRNA
ENSG00000025293	PHF20	PROTEIN_CODING
ENSG00000210678	RNU6ATAC2P	SNRNA
ENSG00000201330	SNORD32B	SNORNA
ENSG00000253338	IGLV3-29	IG_V_PSEUDOGENE
ENSG00000119402	FBXW2	PROTEIN_CODING
ENSG00000207838	MIR517C	MIRNA
ENSG00000165030	NFIL3	PROTEIN_CODING
ENSG00000239701	RP3-461F17.1	PSEUDOGENE
ENSG00000258484	SPESP1	PROTEIN_CODING
ENSG00000007350	TKTL1	PROTEIN_CODING
ENSG00000266705	MIR4437	MIRNA
ENSG00000236095	RP11-49O14.2	SENSE_INTRONIC
ENSG00000253216	RP11-744J10.2	PSEUDOGENE
ENSG00000222331	AC104434.1	MIRNA
ENSG00000185630	PBX1	PROTEIN_CODING
ENSG00000254197	RP11-10J21.5	LINCRNA
ENSG00000251812	Y_RNA	MISC_RNA
ENSG00000171681	ATF7IP	PROTEIN_CODING
ENSG00000223523	AC079613.1	PROCESSED_TRANSCRIPT
ENSG00000265857	AC242988.2	PROTEIN_CODING
ENSG00000258513	RP5-892G5.2	PSEUDOGENE
ENSG00000219135	RP11-129H15.3	PSEUDOGENE
ENSG00000202077	U1	SNRNA
ENSG00000250915	RP11-1338A24.1	LINCRNA
ENSG00000133317	LGALS12	PROTEIN_CODING
ENSG00000264422	RP11-434D2.12	LINCRNA
ENSG00000243359	METAZOA_SRP	MISC_RNA
ENSG00000212125	TAS2R15	PSEUDOGENE
ENSG00000115457	IGFBP2	PROTEIN_CODING
ENSG00000200763	U6	SNRNA
ENSG00000169925	BRD3	PROTEIN_CODING
ENSG00000257646	BX936369.4	PSEUDOGENE
ENSG00000254612	RP11-676M6.1	PSEUDOGENE
ENSG00000111644	ACRBP	PROTEIN_CODING
ENSG00000254690	GS1-393G12.12	ANTISENSE
ENSG00000230143	FLOT1	PROTEIN_CODING
ENSG00000260138	AC073464.7	PSEUDOGENE
ENSG00000263894	MIR3925	MIRNA
ENSG00000136935	GOLGA1	PROTEIN_CODING
ENSG00000246366	RP11-382J12.1	PROTEIN_CODING
ENSG00000228891	DDX39BP1	PSEUDOGENE
ENSG00000206492	GNL1	PROTEIN_CODING
ENSG00000145431	PDGFC	PROTEIN_CODING
ENSG00000236154	RP11-343J3.2	ANTISENSE
ENSG00000255343	RP11-299M14.2	PROCESSED_TRANSCRIPT
ENSG00000255095	OR1D4	PSEUDOGENE
ENSG00000255482	RP11-315O6.2	PROTEIN_CODING
ENSG00000259832	RP11-346M5.6	PSEUDOGENE
ENSG00000225871	RP11-495P10.10	PSEUDOGENE
ENSG00000214263	RPSAP53	PSEUDOGENE
ENSG00000198844	ARHGEF15	PROTEIN_CODING
ENSG00000166455	C16ORF46	PROTEIN_CODING
ENSG00000251941	RN5S116	RRNA
ENSG00000231762	RP11-354K4.1	PSEUDOGENE
ENSG00000265299	CR753651.3	MIRNA
ENSG00000227128	RP11-107I14.1	LINCRNA
ENSG00000081177	EXD2	PROTEIN_CODING
ENSG00000266664	RP11-160E2.21	SENSE_INTRONIC
ENSG00000179979	CRIPAK	PROTEIN_CODING
ENSG00000164855	TMEM184A	PROTEIN_CODING
ENSG00000118276	B4GALT6	PROTEIN_CODING
ENSG00000207338	U6	SNRNA
ENSG00000264128	METAZOA_SRP	MISC_RNA
ENSG00000109927	TECTA	PROTEIN_CODING
ENSG00000006534	ALDH3B1	PROCESSED_TRANSCRIPT
ENSG00000118420	UBE3D	PROTEIN_CODING
ENSG00000266490	CTD-2349P21.9	LINCRNA
ENSG00000102802	C13ORF33	PROTEIN_CODING
ENSG00000258954	RP11-692C24.1	LINCRNA
ENSG00000200000	SNORD113-5	SNORNA
ENSG00000262631	VN1R104P	PSEUDOGENE
ENSG00000199349	Y_RNA	MISC_RNA
ENSG00000237906	RP11-408O19.3	PSEUDOGENE
ENSG00000215589	RP5-967N21.2	PSEUDOGENE
ENSG00000249310	APOBEC3B-AS1	ANTISENSE
ENSG00000143748	NVL	PROTEIN_CODING
ENSG00000161551	ZNF577	PROTEIN_CODING
ENSG00000243385	CTD-2110K23.1	PSEUDOGENE
ENSG00000259795	AC126327.1	PROTEIN_CODING
ENSG00000218233	NEPNP	PSEUDOGENE
ENSG00000041988	THAP3	PROTEIN_CODING
ENSG00000166845	C18ORF54	PROTEIN_CODING
ENSG00000200872	RN5S456	RRNA
ENSG00000255858	RP11-612B6.1	LINCRNA
ENSG00000215037	VENTXP2	PSEUDOGENE
ENSG00000201061	RN7SKP4	MISC_RNA
ENSG00000252031	U6	SNRNA
ENSG00000207747	MIR518D	MIRNA
ENSG00000259730	CTD-2007H18.1	LINCRNA
ENSG00000251450	CTC-459I6.1	ANTISENSE
ENSG00000228688	COL11A2P	PSEUDOGENE
ENSG00000116183	PAPPA2	PROTEIN_CODING
ENSG00000232165	RP5-905H7.6	PSEUDOGENE
ENSG00000219665	CTD-2006C1.2	PROTEIN_CODING
ENSG00000237536	HTATSF1P	PSEUDOGENE
ENSG00000184786	TCTE3	PROTEIN_CODING
ENSG00000250844	RP11-1286E23.13	PROTEIN_CODING
ENSG00000224360	DDR1-AS1	PROCESSED_TRANSCRIPT
ENSG00000131620	ANO1	PROTEIN_CODING
ENSG00000226182	LST1	PROTEIN_CODING
ENSG00000212241	Y_RNA	MISC_RNA
ENSG00000249857	CTD-2227C6.3	LINCRNA
ENSG00000161973	CCDC42	PROTEIN_CODING
ENSG00000105662	CRTC1	PROTEIN_CODING
ENSG00000256128	RP11-173C20.2	LINCRNA
ENSG00000261215	RP11-195F19.30	PROCESSED_TRANSCRIPT
ENSG00000230245	RP11-475I24.7	PSEUDOGENE
ENSG00000075223	SEMA3C	PROTEIN_CODING
ENSG00000243831	RP1-81D8.4	PSEUDOGENE
ENSG00000174111	SOCS7	PROTEIN_CODING
ENSG00000188038	NRN1L	PROTEIN_CODING
ENSG00000261801	RP11-941F15.1	ANTISENSE
ENSG00000249163	CTD-3028N15.1	ANTISENSE
ENSG00000188554	NBR1	PROTEIN_CODING
ENSG00000264315	HNRNPA1P11	PSEUDOGENE
ENSG00000240667	AL450992.6	PSEUDOGENE
ENSG00000184911	DMRTC1B	PROTEIN_CODING
ENSG00000232087	HCFC2P1	PSEUDOGENE
ENSG00000227477	STK4-AS1	LINCRNA
ENSG00000198959	TGM2	PROTEIN_CODING
ENSG00000266544	METAZOA_SRP	MISC_RNA
ENSG00000186152	LILRP1	PSEUDOGENE
ENSG00000243944	RP11-167H9.4	PROCESSED_TRANSCRIPT
ENSG00000260224	RP11-166B2.6	PSEUDOGENE
ENSG00000262433	NDUFA3	PROTEIN_CODING
ENSG00000253460	IGKV2OR22-3	IG_V_PSEUDOGENE
ENSG00000232492	NPM1P13	PSEUDOGENE
ENSG00000235559	NOL5BP	PSEUDOGENE
ENSG00000145592	RPL37	PROTEIN_CODING
ENSG00000221126	AC092265.1	MIRNA
ENSG00000255495	AC145124.2	ANTISENSE
ENSG00000229874	RP11-312O7.2	ANTISENSE
ENSG00000221535	AC027319.1	MIRNA
ENSG00000228759	RP11-251A15.1	PSEUDOGENE
ENSG00000249682	FTLP9	PSEUDOGENE
ENSG00000233192	HLA-DQA2	PROTEIN_CODING
ENSG00000124812	CRISP1	PROTEIN_CODING
ENSG00000235114	RP11-526D8.6	PSEUDOGENE
ENSG00000244314	METAZOA_SRP	MISC_RNA
ENSG00000252469	U7	SNRNA
ENSG00000255856	RP11-87C12.5	LINCRNA
ENSG00000142188	TMEM50B	PROTEIN_CODING
ENSG00000199432	Y_RNA	MISC_RNA
ENSG00000222466	AC117415.1	MIRNA
ENSG00000218574	RP1-256G22.1	PSEUDOGENE
ENSG00000207450	Y_RNA	MISC_RNA
ENSG00000261476	RP11-77K12.3	SENSE_INTRONIC
ENSG00000081154	PCNP	PROTEIN_CODING
ENSG00000228336	OR9H1P	PSEUDOGENE
ENSG00000183291	RP4-604K5.1	PROTEIN_CODING
ENSG00000224245	RP11-533K9.3	PSEUDOGENE
ENSG00000113430	IRX4	PROTEIN_CODING
ENSG00000263976	AC015818.5	PSEUDOGENE
ENSG00000104432	IL7	PROTEIN_CODING
ENSG00000250884	RP11-1396O13.19	PSEUDOGENE
ENSG00000264766	AC079756.1	MIRNA
ENSG00000244527	RP11-254G11.1	PSEUDOGENE
ENSG00000140795	MYLK3	PROTEIN_CODING
ENSG00000227178	OR2B4P	PSEUDOGENE
ENSG00000263020	XXBAC-BPG32J3.22	PROTEIN_CODING
ENSG00000234973	RP11-272J7.4	LINCRNA
ENSG00000261248	AC009120.10	PROCESSED_TRANSCRIPT
ENSG00000223174	7SK	MISC_RNA
ENSG00000265237	MIR3142	MIRNA
ENSG00000252444	U6	SNRNA
ENSG00000065183	WDR3	PROTEIN_CODING
ENSG00000159433	STARD9	PROTEIN_CODING
ENSG00000225297	RP4-612C19.2	PSEUDOGENE
ENSG00000221576	AC004543.1	MIRNA
ENSG00000206760	SNORA6	SNORNA
ENSG00000034693	PEX3	PROTEIN_CODING
ENSG00000206129	AC006305.1	PROTEIN_CODING
ENSG00000252169	RN5S200	RRNA
ENSG00000199678	RNY4P5	MISC_RNA
ENSG00000237268	RP13-492C18.2	PSEUDOGENE
ENSG00000234840	RP11-399D6.2	PROCESSED_TRANSCRIPT
ENSG00000217792	AL133414.1	PROTEIN_CODING
ENSG00000258181	RP11-493L12.4	LINCRNA
ENSG00000170948	MBD3L1	PROTEIN_CODING
ENSG00000223947	AC016738.4	ANTISENSE
ENSG00000249807	CTD-2199O4.1	LINCRNA
