entrez_gene_symbol	gene_long_name	interaction_claim_source	interaction_types	drug_name	drug_primary_name
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	PharmGKB	n/a	PA450085	IRINOTECAN
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	PharmGKB	n/a	PA449412	DOXORUBICIN
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	PharmGKB	n/a	PA450428	METHOTREXATE
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	PharmGKB	n/a	PA451363	SIMVASTATIN
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	PharmGKB	n/a	PA450264	LOPINAVIR
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	PharmGKB	n/a	PA132595336	CALCEIN
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	PharmGKB	n/a	PA449493	ERYTHROMYCIN
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	PharmGKB	n/a	PA448500	ATORVASTATIN
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	DrugBank	n/a	DB00171	ADENOSINE TRIPHOSPHATE
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	DrugBank	inhibitor	DB01138	SULFINPYRAZONE
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	TEND	n/a	SULFINPYRAZONE	SULFINPYRAZONE
PHB2	prohibitin 2	PharmGKB	n/a	PA164712563	BISPHOSPHONATES
CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	PharmGKB	n/a	PA448871	CELECOXIB
ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	PharmGKB	n/a	PA130620651	ANTHRACYCLINES AND RELATED SUBSTANCES
ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	PharmGKB	n/a	PA449412	DOXORUBICIN
ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	PharmGKB	n/a	PA450085	IRINOTECAN
ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	PharmGKB	n/a	PA450428	METHOTREXATE
ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	PharmGKB	n/a	PA450546	MONTELUKAST
ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	DrugBank	inhibitor	DB01138	SULFINPYRAZONE
ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	TEND	n/a	SULFINPYRAZONE	SULFINPYRAZONE
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	ALPRAZOLAM	ALPRAZOLAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	NITRAZEPAM	NITRAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	FLURAZEPAM	FLURAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	MIDAZOLAM	MIDAZOLAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	OXAZEPAM	OXAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	DIAZEPAM	DIAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	TRIAZOLAM	TRIAZOLAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	CLORAZEPATE	CLORAZEPATE
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	CLOBAZAM	CLOBAZAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	CLONAZEPAM	CLONAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	LORAZEPAM	LORAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	CHLORDIAZEPOXIDE	CHLORDIAZEPOXIDE
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	TEMAZEPAM	TEMAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	TEND	n/a	BROMAZEPAM	BROMAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB00475	CHLORDIAZEPOXIDE
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB00683	MIDAZOLAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB00829	DIAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB00349	CLOBAZAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB01068	CLONAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB00186	LORAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB00897	TRIAZOLAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB00690	FLURAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB00628	CLORAZEPATE
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB00404	ALPRAZOLAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB00231	TEMAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB01558	BROMAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB01595	NITRAZEPAM
GABRQ	gamma-aminobutyric acid (GABA) A receptor, theta	DrugBank	potentiator	DB00842	OXAZEPAM
MDH1	malate dehydrogenase 1, NAD (soluble)	DrugBank	n/a	DB00157	NADH
MDH1	malate dehydrogenase 1, NAD (soluble)	DrugBank	n/a	DB03461	2'-MONOPHOSPHOADENOSINE 5'-DIPHOSPHORIBOSE
MDH1	malate dehydrogenase 1, NAD (soluble)	DrugBank	n/a	DB01907	NICOTINAMIDE-ADENINE-DINUCLEOTIDE
ND5	NADH dehydrogenase, subunit 5 (complex I)	DrugBank	n/a	DB00157	NADH
HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)	DrugBank	n/a	DB00157	NADH
PGR	progesterone receptor	DrugBank	agonist	DB01431	ALLYLESTRENOL
PGR	progesterone receptor	DrugBank	agonist	DB00603	MEDROXYPROGESTERONE
PGR	progesterone receptor	DrugBank	agonist	DB01406	DANAZOL
PGR	progesterone receptor	DrugBank	agonist	DB00823	ETHYNODIOL DIACETATE
PGR	progesterone receptor	DrugBank	agonist	DB00294	ETONOGESTREL
PGR	progesterone receptor	DrugBank	agonist	DB06713	NORELGESTROMIN
PGR	progesterone receptor	DrugBank	n/a	DB04787	TANAPROGET
PGR	progesterone receptor	DrugBank	antagonist	DB00834	MIFEPRISTONE
PGR	progesterone receptor	DrugBank	agonist	DB00957	NORGESTIMATE
PGR	progesterone receptor	DrugBank	n/a	DB02998	METHYLTRIENOLONE
PGR	progesterone receptor	DrugBank	agonist	DB00304	DESOGESTREL
PGR	progesterone receptor	DrugBank	agonist	DB01395	DROSPIRENONE
PGR	progesterone receptor	DrugBank	agonist	DB00351	MEGESTROL
PGR	progesterone receptor	DrugBank	agonist	DB00378	DYDROGESTERONE
PGR	progesterone receptor	DrugBank	agonist	DB00396	PROGESTERONE
PGR	progesterone receptor	DrugBank	binder	DB00367	LEVONORGESTREL
PGR	progesterone receptor	DrugBank	agonist	DB00588	FLUTICASONE PROPIONATE
PGR	progesterone receptor	DrugBank	agonist	DB00717	NORETHINDRONE
PGR	progesterone receptor	TEND	n/a	ULIPRISTAL	ULIPRISTAL
PGR	progesterone receptor	TEND	n/a	ETHYNODIOL DIACETATE	ETHYNODIOL DIACETATE
PGR	progesterone receptor	TEND	n/a	DESOGESTREL	DESOGESTREL
PGR	progesterone receptor	TEND	n/a	DROSPIRENONE	DROSPIRENONE
PGR	progesterone receptor	TEND	n/a	ETONOGESTREL	ETONOGESTREL
PGR	progesterone receptor	TEND	n/a	NORGESTREL	NORGESTREL
PGR	progesterone receptor	TEND	n/a	NORGESTIMATE	NORGESTIMATE
PGR	progesterone receptor	TEND	n/a	DYDROGESTERONE	DYDROGESTERONE
PGR	progesterone receptor	TEND	n/a	LEVONORGESTREL	LEVONORGESTREL
PGR	progesterone receptor	TEND	n/a	MIFEPRISTONE	MIFEPRISTONE
PGR	progesterone receptor	TEND	n/a	PROGESTERONE	PROGESTERONE
PGR	progesterone receptor	TEND	n/a	NORETHINDRONE	NORETHINDRONE
PGR	progesterone receptor	TEND	n/a	MEGESTROL	MEGESTROL
PLA2G2E	phospholipase A2, group IIE	DrugBank	n/a	DB06987	2-(4-(2-HYDROXY-3-(ISOPROPYLAMINO)PROPOXY)PHENYL)ETHANAMIDE
PLA2G2E	phospholipase A2, group IIE	DrugBank	unknown	DB00233	AMINOSALICYLIC ACID
PLA2G2E	phospholipase A2, group IIE	DrugBank	n/a	DB01955	1,4-BUTANEDIOL
PLA2G2E	phospholipase A2, group IIE	DrugBank	n/a	DB08447	3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL
PLA2G2E	phospholipase A2, group IIE	DrugBank	n/a	DB04077	GLYCEROL
PLA2G2E	phospholipase A2, group IIE	DrugBank	n/a	DB04743	NIMESULIDE
PLA2G2E	phospholipase A2, group IIE	DrugBank	n/a	DB02636	9-HYDROXY-8-METHOXY-6-NITRO-PHENANTHROL[3,4-D][1,3]DIOXOLE-5-CARBOXYLIC ACID
PLA2G2E	phospholipase A2, group IIE	DrugBank	n/a	DB07958	(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID
PLA2G2E	phospholipase A2, group IIE	DrugBank	n/a	DB02795	P-ANISIC ACID
PLA2G2E	phospholipase A2, group IIE	DrugBank	n/a	DB03585	OXYPHENBUTAZONE
PLA2G2E	phospholipase A2, group IIE	DrugBank	n/a	DB07950	1H-INDOL-3-YLACETIC ACID
PLA2G2E	phospholipase A2, group IIE	DrugBank	n/a	DB07500	(2E)-1-[2-HYDROXY-4-METHOXY-5-(3-METHYLBUT-2-EN-1-YL)PHENYL]-3-(4-HYDROXYPHENYL)PROP-2-EN-1-ONE
PLA2G2E	phospholipase A2, group IIE	DrugBank	n/a	DB02448	N-TRIDECANOIC ACID
PLA2G2E	phospholipase A2, group IIE	DrugBank	n/a	DB02758	INDOLYLPROPIONIC ACID
TAOK2	TAO kinase 2	DrugBank	n/a	DB04522	PHOSPHONOSERINE
PTPRS	protein tyrosine phosphatase, receptor type, S	TTD	inhibitor	DAP000182	ALENDRONATE
PTPRS	protein tyrosine phosphatase, receptor type, S	TTD	inhibitor	DAP000827	ETIDRONIC ACID
PTPRS	protein tyrosine phosphatase, receptor type, S	DrugBank	inhibitor	DB01077	ETIDRONIC ACID
PTPRS	protein tyrosine phosphatase, receptor type, S	DrugBank	inhibitor	DB00630	ALENDRONATE
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	TTD	antagonist	DAP000291	ERGOCALCIFEROL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	TTD	antagonist	DAP000292	CALCIPOTRIOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	TTD	antagonist	DAP000289	CALCITRIOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	TTD	binder	DAP001273	CHOLECALCIFEROL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	TTD	antagonist	DAP000290	CALCIDIOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	TTD	antagonist	DAP000365	DIHYDROTACHYSTEROL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	TTD	antagonist	DCL000782	DOXERCALCIFEROL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	TTD	agonist	DAP000211	PARICALCITOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	TEND	n/a	PARICALCITOL	PARICALCITOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	TEND	n/a	ERGOCALCIFEROL	ERGOCALCIFEROL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	TEND	n/a	DIHYDROTACHYSTEROL	DIHYDROTACHYSTEROL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	TEND	n/a	CALCITRIOL	CALCITRIOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	TEND	n/a	CALCIPOTRIOL	CALCIPOTRIOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA164754789	CONJUGATED ESTROGENS
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA450344	MEDROXYPROGESTERONE
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA451899	VITAMIN D AND ANALOGUES
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA10239	CLODRONATE
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA164712563	BISPHOSPHONATES
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA448082	ALENDRONATE
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA448718	CALCIUM
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA448714	CALCIPOTRIOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA164712582	CALCIUM
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA449247	DEXAMETHASONE
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA448717	CALCITRIOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA165817516	1,25-DIHYDROXYVITAMIN D3
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA451221	RALOXIFENE
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA449548	ETIDRONIC ACID
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	PharmGKB	n/a	PA134687887	SELECTIVE BETA-2-ADRENORECEPTOR AGONISTS
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	n/a	DB07530	(1R,3R)-5-[(2E)-3-{(1S,3R)-2,2,3-TRIMETHYL-3-[6,6,6-TRIFLUORO-5-HYDROXY-5-(TRIFLUOROMETHYL)HEX-3-YN-1-YL]CYCLOPENTYL}PROP-2-EN-1-YLIDENE]CYCLOHEXANE-1,3-DIOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	agonist	DB00910	PARICALCITOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	agonist	DB00169	CHOLECALCIFEROL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	n/a	DB08742	1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	agonist	DB01070	DIHYDROTACHYSTEROL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	agonist	DB00146	CALCIDIOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	n/a	DB03451	1ALPHA,25-DIHYDROXYL-20-EPI-22-OXA-24,26,27-TRIHOMOVITAMIN D3
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	antagonist	DB00136	CALCITRIOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	agonist	DB01436	ALFACALCIDOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	n/a	DB04258	SEOCALCITOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	agonist	DB00153	ERGOCALCIFEROL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	n/a	DB08696	5-{2-[1-(1-METHYL-PROPYL)-7A-METHYL-OCTAHYDRO-INDEN-4-YLIDENE]-ETHYLIDENE}-2-METHYLENE-CYCLOHEXANE-1,3-DIOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	n/a	DB04796	INECALCITOL
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	DrugBank	antagonist	DB02300	CALCIPOTRIOL
ALOX5AP	arachidonate 5-lipoxygenase-activating protein	TTD	inhibitor	DCL000039	AM803
ALOX5AP	arachidonate 5-lipoxygenase-activating protein	TTD	inhibitor	DCL000037	AM103
ALOX5AP	arachidonate 5-lipoxygenase-activating protein	TTD	inhibitor	DCL000413	GSK2190915
ALOX5AP	arachidonate 5-lipoxygenase-activating protein	TTD	inhibitor	DCL000104	DG031
EPOR	erythropoietin receptor	TTD	agonist	DAP000800	DARBEPOETIN ALFA
EPOR	erythropoietin receptor	TTD	agonist	DCL000319	HEMATIDE
EPOR	erythropoietin receptor	TTD	agonist	DAP000202	EPOETIN ALFA
EPOR	erythropoietin receptor	DrugBank	agonist	DB00012	DARBEPOETIN ALFA
EPOR	erythropoietin receptor	DrugBank	agonist	DB00016	EPOETIN ALFA
EPOR	erythropoietin receptor	DrugBank	n/a	DB07637	3,5 DIBROMOTYROSINE
EPOR	erythropoietin receptor	TEND	n/a	DARBEPOETIN ALFA	DARBEPOETIN ALFA
EPOR	erythropoietin receptor	TEND	n/a	METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA	METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA
EPOR	erythropoietin receptor	TEND	n/a	EPOETIN ALFA	EPOETIN ALFA
HDAC9	histone deacetylase 9	TALC	inhibitor	PANOBINOSTAT	PANOBINOSTAT
HDAC9	histone deacetylase 9	TALC	inhibitor	CUDC-101	CUDC-101
HDAC9	histone deacetylase 9	TALC	inhibitor	PCI-24781	PCI-24781
HDAC9	histone deacetylase 9	TALC	inhibitor	SB939	SB939
HDAC9	histone deacetylase 9	TALC	inhibitor	GIVINOSTAT	GIVINOSTAT
HDAC9	histone deacetylase 9	TALC	inhibitor	PIVANEX	PIVANEX
HDAC9	histone deacetylase 9	TALC	inhibitor	DACINOSTAT	DACINOSTAT
HDAC9	histone deacetylase 9	TALC	inhibitor	SODIUM PHENYLBUTYRATE	SODIUM PHENYLBUTYRATE
HDAC9	histone deacetylase 9	TALC	inhibitor	VORINOSTAT	VORINOSTAT
HDAC9	histone deacetylase 9	TALC	inhibitor	VALPROIC ACID	VALPROIC ACID
HDAC9	histone deacetylase 9	TALC	inhibitor	BELINOSTAT	BELINOSTAT
HDAC9	histone deacetylase 9	DrugBank	inhibitor	DB00313	VALPROIC ACID
ASPA	aspartoacylase	DrugBank	n/a	DB00128	L-ASPARTIC ACID
LCN9	lipocalin 9	DrugBank	n/a	DB04512	2-ISOBUTYL-3-METHOXYPYRAZINE
LCN9	lipocalin 9	DrugBank	n/a	DB02924	D-LIMONENE 1,2-EPOXIDE
LCN9	lipocalin 9	DrugBank	n/a	DB03087	2-(SEC-BUTYL)THIAZOLE
LCN9	lipocalin 9	DrugBank	n/a	DB03711	6-HYDROXY-6-METHYL-HEPTAN-3-ONE
LCN9	lipocalin 9	DrugBank	n/a	DB01760	2-METHOXY-3-ISOPROPYLPYRAZINE
HSD17B3	hydroxysteroid (17-beta) dehydrogenase 3	DrugBank	n/a	DB00157	NADH
GAD1	glutamate decarboxylase 1 (brain, 67kDa)	DrugBank	cofactor	DB00114	PYRIDOXAL PHOSPHATE
GAD1	glutamate decarboxylase 1 (brain, 67kDa)	DrugBank	cofactor	DB00114	PYRIDOXAL PHOSPHATE
GAD1	glutamate decarboxylase 1 (brain, 67kDa)	DrugBank	cofactor	DB00114	PYRIDOXAL PHOSPHATE
GAD1	glutamate decarboxylase 1 (brain, 67kDa)	DrugBank	n/a	DB00142	L-GLUTAMIC ACID
KIF1A	kinesin family member 1A	DrugBank	n/a	DB03431	ADENOSINE-5'-DIPHOSPHATE
KIF1A	kinesin family member 1A	DrugBank	n/a	DB04395	PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER
KIF1A	kinesin family member 1A	DrugBank	n/a	DB03909	ADENOSINE-5'-[BETA, GAMMA-METHYLENE]TRIPHOSPHATE
NDUFB3	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa	DrugBank	n/a	DB00157	NADH
ECHS1	enoyl CoA hydratase, short chain, 1, mitochondrial	DrugBank	n/a	DB04117	4-(N,N-DIMETHYLAMINO)CINNAMOYL-COA
ECHS1	enoyl CoA hydratase, short chain, 1, mitochondrial	DrugBank	n/a	DB02910	OCTANOYL-COENZYME A
ECHS1	enoyl CoA hydratase, short chain, 1, mitochondrial	DrugBank	n/a	DB03059	ACETOACETYL-COENZYME A
ECHS1	enoyl CoA hydratase, short chain, 1, mitochondrial	DrugBank	n/a	DB02563	HEXANOYL-COENZYME A
NDUFA10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa	DrugBank	n/a	DB00157	NADH
SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	DrugBank	n/a	DB00139	SUCCINIC ACID
SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	DrugBank	n/a	DB04795	THENOYLTRIFLUOROACETONE
SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	DrugBank	n/a	DB08689	UBIQUINONE-1
SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	DrugBank	n/a	DB04141	2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL
SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	DrugBank	n/a	DB04657	CARBOXIN
IFNB1	interferon, beta 1, fibroblast	DrugBank	n/a	DB02379	BETA-D-GLUCOSE
IFNB1	interferon, beta 1, fibroblast	DrugBank	n/a	DB02944	ALPHA-D-MANNOSE
RPL19	ribosomal protein L19	DrugBank	n/a	DB02494	ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID
RPL19	ribosomal protein L19	DrugBank	n/a	DB08437	PUROMYCIN
RPL19	ribosomal protein L19	DrugBank	n/a	DB07374	ANISOMYCIN
KCNK9	potassium channel, subfamily K, member 9	DrugBank	binder	DB01159	HALOTHANE
KCNK9	potassium channel, subfamily K, member 9	DrugBank	inhibitor	DB00561	DOXAPRAM
CKM	creatine kinase, muscle	DrugBank	n/a	DB03431	ADENOSINE-5'-DIPHOSPHATE
CKM	creatine kinase, muscle	DrugBank	n/a	DB02490	(DIAMINOMETHYL-METHYL-AMINO)-ACETIC ACID
CKM	creatine kinase, muscle	DrugBank	ligand	DB00148	CREATINE
CKM	creatine kinase, muscle	DrugBank	n/a	DB04027	D-ARGININE
PSPH	phosphoserine phosphatase	DrugBank	n/a	DB03292	D-2-AMINO-3-PHOSPHONO-PROPIONIC ACID
CCT3	chaperonin containing TCP1, subunit 3 (gamma)	DrugBank	n/a	DB04395	PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER
CCT3	chaperonin containing TCP1, subunit 3 (gamma)	DrugBank	n/a	DB03431	ADENOSINE-5'-DIPHOSPHATE
SEC14L4	SEC14-like 4 (S. cerevisiae)	DrugBank	n/a	DB00163	VITAMIN E
NOV	nephroblastoma overexpressed	DrugBank	n/a	DB00071	INSULIN, PORCINE
NOV	nephroblastoma overexpressed	DrugBank	n/a	DB00030	INSULIN RECOMBINANT
BAIAP3	BAI1-associated protein 3	PharmGKB	n/a	PA449014	CISPLATIN
BAIAP3	BAI1-associated protein 3	PharmGKB	n/a	PA450085	IRINOTECAN
TYMP	thymidine phosphorylase	PharmGKB	n/a	PA128406956	FLUOROURACIL
TYMP	thymidine phosphorylase	DrugBank	n/a	DB02631	5-CHLORO-6-[(2-IMINOPYRROLIDIN-1-YL)METHYL]PYRIMIDINE-2,4(1H,3H)-DIONE
SLC39A14	solute carrier family 39 (zinc transporter), member 14	PharmGKB	n/a	PA450657	NORTRIPTYLINE
NDUFS3	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)	PharmGKB	n/a	PA449412	DOXORUBICIN
NDUFS3	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)	DrugBank	n/a	DB00157	NADH
NLGN1	neuroligin 1	PharmGKB	n/a	PA128406956	FLUOROURACIL
AVPR2	arginine vasopressin receptor 2	TEND	n/a	CONIVAPTAN	CONIVAPTAN
AVPR2	arginine vasopressin receptor 2	TEND	n/a	VASOPRESSIN	VASOPRESSIN
AVPR2	arginine vasopressin receptor 2	TEND	n/a	TOLVAPTAN	TOLVAPTAN
AVPR2	arginine vasopressin receptor 2	TEND	n/a	TERLIPRESSIN	TERLIPRESSIN
AVPR2	arginine vasopressin receptor 2	TTD	antagonist	DCL000870	LIXIVAPTAN
AVPR2	arginine vasopressin receptor 2	TTD	stimulator	DAP000074	DESMOPRESSIN
AVPR2	arginine vasopressin receptor 2	TTD	antagonist	DAP000098	CONIVAPTAN
AVPR2	arginine vasopressin receptor 2	TTD	antagonist	DCL000974	SATAVAPTAN
AVPR2	arginine vasopressin receptor 2	TTD	antagonist	DAP001530	TOLVAPTAN
AVPR2	arginine vasopressin receptor 2	TTD	agonist	DAP000018	VASOPRESSIN
AVPR2	arginine vasopressin receptor 2	DrugBank	antagonist	DB00872	CONIVAPTAN
AVPR2	arginine vasopressin receptor 2	DrugBank	agonist	DB00067	VASOPRESSIN
AVPR2	arginine vasopressin receptor 2	DrugBank	agonist	DB00035	DESMOPRESSIN
AVPR2	arginine vasopressin receptor 2	DrugBank	agonist	DB02638	TERLIPRESSIN
EDNRB	endothelin receptor type B	TEND	n/a	AMBRISENTAN	AMBRISENTAN
EDNRB	endothelin receptor type B	TEND	n/a	BOSENTAN	BOSENTAN
EDNRB	endothelin receptor type B	DrugBank	antagonist	DB00559	BOSENTAN
EDNRB	endothelin receptor type B	DrugBank	antagonist	DB06268	SITAXENTAN
EDNRB	endothelin receptor type B	TTD	agonist	DCL000641	SPI-1620
EDNRB	endothelin receptor type B	TTD	antagonist	DAP000030	BOSENTAN
AGXT2L2	alanine-glyoxylate aminotransferase 2-like 2	DrugBank	n/a	DB00160	L-ALANINE
AGXT2L2	alanine-glyoxylate aminotransferase 2-like 2	DrugBank	cofactor	DB00114	PYRIDOXAL PHOSPHATE
IL13	interleukin 13	TTD	inhibitor	DCL000433	ANTI-IL13
IL13	interleukin 13	TTD	antibody	DCL000503	CAT-354
ALB	albumin	TTD	binder	DAP001228	BISMUTH
ALB	albumin	TTD	binder	DAP001372	EBSELEN
ALB	albumin	TTD	binder	DAP001226	IODIPAMIDE
ALB	albumin	TTD	binder	DAP001225	GADOBENATE DIMEGLUMINE
ALB	albumin	TTD	binder	DAP001227	SODIUM LAURYL SULFATE
RAMP2	receptor (G protein-coupled) activity modifying protein 2	TEND	n/a	PRAMLINTIDE	PRAMLINTIDE
RAMP2	receptor (G protein-coupled) activity modifying protein 2	DrugBank	agonist	DB01278	PRAMLINTIDE
GRIN1	glutamate receptor, ionotropic, N-methyl D-aspartate 1	TEND	n/a	ORPHENADRINE	ORPHENADRINE
